FIPS,Area in square miles - Total area,Area in square miles - Land area,2010 Density per square mile of land area - Population,2010 Density per square mile of land area - Housing units
48107,901.69,900.2,6.7,3.2
48109,3813.01,3812.8,0.6,0.3
48111,1505.26,1503.26,4.5,1.9
48113,908.61,871.28,2718.0,1082.6
48115,902.13,900.31,15.4,5.8
48117,1498.38,1496.87,12.9,4.7
48119,277.93,256.83,20.4,9.6
48121,952.98,878.43,754.3,291.6
48123,910.49,908.98,22.1,10.1
48125,905.22,901.72,2.7,1.4
48127,1334.51,1328.88,7.5,3.3
48129,933.05,926.89,4.0,2.3
48131,1795.6,1793.48,6.6,3.1
48133,931.91,926.49,20.1,11.1
48135,901.78,897.69,152.8,59.1
48137,2119.87,2117.86,0.9,0.8
48139,951.75,935.49,159.9,58.1
48141,1014.96,1012.69,790.6,266.9
48143,1089.81,1083.07,35.0,15.7
48145,773.84,765.48,23.3,10.1
48147,898.88,890.84,38.1,15.9
48149,959.81,950.01,25.8,14.6
48151,901.75,898.94,4.4,2.5
48153,992.52,992.14,6.5,3.0
48155,707.68,704.4,1.9,1.1
48157,885.34,861.48,679.5,228.7
48159,294.77,284.39,37.3,20.3
48161,891.99,877.74,22.6,10.6
48163,1134.35,1133.5,15.2,5.2
48165,1502.86,1502.38,11.7,4.2
48167,873.81,378.36,769.9,350.2
48169,896.2,893.41,7.2,2.5
48171,1061.68,1058.21,23.5,12.1
48173,901.08,900.22,1.4,0.6
48175,859.37,852.01,8.5,4.4
48177,1069.85,1066.69,18.6,8.2
48179,929.33,925.97,24.3,11.0
48181,979.18,932.8,129.6,57.6
48183,275.76,273.3,445.4,181.2
48185,801.6,787.46,33.8,13.9
48187,714.81,711.3,184.9,70.3
48189,1004.78,1004.68,36.1,13.5
48191,904.1,883.49,3.8,2.2
48193,836.39,835.91,10.2,5.5
48195,920.41,919.81,6.1,2.5
48197,696.87,695.11,6.0,3.5
48199,897.55,890.57,61.3,25.4
48201,1777.48,1703.48,2402.4,938.5
48203,915.75,899.95,72.9,30.8
48205,1463.2,1462.03,4.1,1.3
48207,910.26,903.13,6.5,3.8
48209,679.92,677.98,231.7,87.6
48211,912.16,906.29,4.2,1.8
48213,948.33,873.75,89.9,45.3
48215,1582.91,1570.87,493.2,158.1
48217,985.72,958.86,36.6,16.8
48219,908.56,908.39,25.2,10.2
48221,436.83,420.64,121.7,59.3
48223,792.77,767.17,45.8,19.6
48225,1236.57,1230.91,19.3,9.4
48227,904.21,900.79,38.9,14.6
48229,4571.83,4570.98,0.8,0.3
48231,882.02,840.32,102.5,43.7
48233,894.95,887.42,25.0,12.0
48235,1051.63,1051.56,1.5,0.8
48237,920.13,910.66,9.9,4.5
48239,856.87,829.43,17.0,7.9
48241,969.7,938.85,38.0,17.9
48243,2264.63,2264.56,1.0,0.7
48245,1112.65,876.3,287.9,119.2
48247,1136.17,1136.14,4.7,2.1
48249,868.34,864.97,47.2,18.7
48251,734.46,724.69,208.3,78.3
48253,937.14,928.55,21.8,8.0
48255,753.55,747.56,19.8,7.6
48257,807.66,780.7,132.4,49.1
48259,663.03,662.45,50.4,21.2
48261,1945.8,1458.33,0.3,0.2
48263,902.92,902.51,0.9,0.6
48265,1107.28,1103.32,45.0,21.6
48267,1251.18,1250.99,3.7,2.7
48269,913.34,910.87,0.3,0.2
48271,1365.12,1360.05,2.6,1.4
48273,1090.21,881.31,36.4,14.5
48275,855.48,850.62,4.4,2.4
48277,933.1,907.19,54.9,24.8
48279,1017.72,1016.18,13.8,6.0
48281,713.93,712.84,27.6,12.2
48283,1494.23,1486.69,4.6,1.8
48285,970.44,969.71,19.9,10.7
48287,634.1,629.02,26.4,11.9
48289,1080.62,1073.15,15.7,8.9
48291,1176.34,1158.42,65.3,24.8
48293,933.16,905.29,25.8,11.6
48295,932.29,932.18,3.5,1.6
48297,1078.88,1039.7,11.1,5.8
48299,965.86,934.03,20.7,15.3
48301,676.71,668.93,0.1,0.1
48303,900.7,895.6,311.3,128.5
48305,893.48,891.87,6.6,3.0
48307,1073.43,1065.6,7.8,4.0
48309,1060.23,1037.1,226.5,91.7
48311,1156.79,1139.43,0.6,0.4
48313,472.43,466.07,29.3,10.9
48315,420.32,380.88,27.7,16.3
48317,915.69,914.94,5.2,2.0
48319,932.21,928.8,4.3,2.9
48321,1612.51,1100.28,33.4,17.1
48323,1291.78,1279.26,42.4,13.7
48325,1334.53,1325.36,34.7,13.6
48327,902.27,902.03,2.5,1.9
48329,902.05,900.3,152.0,60.4
48331,1021.77,1016.93,24.3,11.1
48333,749.77,748.26,6.6,3.8
48335,915.91,911.09,10.3,4.5
48337,938.28,930.91,21.2,10.9
48339,1076.88,1041.73,437.5,170.5
48341,909.62,899.69,24.3,8.8
48343,258.7,251.98,51.3,23.9
48345,989.81,989.56,1.2,0.8
48347,981.19,946.54,68.2,29.0
48349,1085.94,1009.63,47.3,20.0
48351,939.73,933.68,15.5,7.6
48353,913.95,912.0,16.7,7.8
48355,1165.6,838.48,405.8,168.2
48357,918.14,917.63,11.1,4.4
48359,1501.44,1500.53,1.4,0.6
48361,379.53,333.67,245.3,105.8
48363,985.51,951.79,29.5,16.0
48365,821.3,801.75,29.7,13.6
48367,910.09,903.48,129.4,51.6
48369,885.16,880.78,11.7,4.3
48371,4764.82,4763.85,3.3,1.2
48373,1109.66,1057.09,43.0,21.5
48375,921.99,908.37,133.3,52.0
48377,3855.92,3855.24,2.0,1.0
48379,258.83,229.45,47.6,23.0
48381,922.43,911.54,132.4,56.6
48383,1175.99,1175.3,2.9,1.2
48385,700.1,699.19,4.7,3.7
48387,1056.74,1036.58,12.4,6.6
48389,2642.09,2635.37,5.2,1.8
48391,818.24,770.44,9.6,4.8
48393,924.19,924.06,1.0,0.5
48395,865.35,855.68,19.4,9.9
48397,148.72,127.04,616.7,219.9
48399,1057.1,1050.94,10.0,5.0
48401,938.41,924.03,57.7,22.9
48403,576.65,491.39,22.0,16.3
48405,592.3,530.66,16.7,10.1
48407,627.91,569.24,46.3,23.2
48409,707.94,693.45,93.5,38.2
48411,1138.41,1135.3,5.4,2.8
48413,1310.66,1310.63,2.6,1.1
48415,907.54,905.44,18.7,7.7
48417,915.55,914.29,3.7,1.9
48419,834.62,795.58,32.0,14.9
48421,923.2,923.04,3.3,1.4
48423,949.72,921.45,227.6,94.8
48425,191.95,186.46,45.5,19.7
48427,1229.09,1223.18,49.8,16.0
48429,921.48,896.72,10.7,5.5
48431,923.52,923.45,1.2,0.7
48433,920.24,916.31,1.6,1.0
48435,1454.42,1453.93,2.8,1.4
48437,900.69,890.16,8.8,3.6
48439,902.3,863.61,2094.7,827.7
48441,919.3,915.55,143.6,60.9
48443,2358.07,2358.03,0.4,0.3
48445,890.94,888.84,14.2,5.4
48447,915.48,912.55,1.8,1.2
48449,425.64,406.05,79.6,29.7
48451,1540.55,1521.97,72.4,30.6
48453,1023.01,990.2,1034.4,445.6
48455,713.97,693.61,21.0,12.6
48457,935.62,924.5,23.5,11.4
48459,592.6,582.95,67.4,28.5
48461,1241.5,1241.32,2.7,1.2
48463,1558.63,1551.95,17.0,7.0
48465,3232.67,3144.75,15.5,5.9
48467,859.61,842.56,62.4,27.1
48469,888.84,882.14,98.4,40.1
48471,801.5,784.17,86.5,30.7
48473,517.82,513.43,84.1,30.8
48475,835.84,835.6,12.8,5.6
48477,621.75,603.95,55.8,25.7
48479,3375.59,3361.48,74.5,21.9
48481,1094.37,1086.15,38.0,15.8
48483,915.48,914.52,5.9,3.0
48485,633.12,627.78,209.5,88.5
48487,977.89,970.84,13.9,6.5
48489,784.27,590.55,37.5,11.9
48491,1134.44,1118.3,378.0,145.6
48493,808.41,803.73,53.4,20.9
48495,841.27,841.11,8.5,3.6
48497,922.58,904.42,65.4,26.3
48499,695.72,645.23,65.0,32.3
48501,799.72,799.71,9.9,3.7
48503,930.86,914.47,20.3,9.4
48505,1058.02,998.41,14.0,6.2
48507,1301.73,1297.41,9.0,3.3
49001,2591.94,2589.88,2.6,1.1
49003,6729.32,5745.55,8.7,3.0
49005,1173.02,1164.81,96.7,31.8
49007,1484.58,1478.49,14.5,6.5
49009,720.71,696.98,1.5,1.6
49011,633.96,298.78,1025.8,326.6
49013,3255.92,3240.94,5.7,2.9
49015,4471.81,4462.31,2.5,1.0
49017,5208.25,5175.12,1.0,0.7
49019,3683.68,3671.54,2.5,1.3
49021,3301.08,3296.68,14.0,6.0
49023,3406.4,3392.28,3.0,1.0
49025,4108.52,3990.23,1.8,1.5
49027,6827.89,6572.42,1.9,0.8
49029,610.91,609.2,15.5,4.9
49031,765.72,757.79,2.1,1.2
49033,1086.36,1028.77,2.2,2.8
49035,807.37,742.28,1387.1,490.4
49037,7933.15,7819.99,1.9,0.7
49039,1602.54,1590.15,17.5,6.5
49041,1918.4,1910.58,10.9,4.4
49043,1881.97,1871.71,19.4,14.2
49045,7286.08,6941.35,8.4,2.8
49047,4501.39,4479.69,7.3,2.7
49049,2144.11,2003.45,257.8,74.0
49051,1205.99,1175.5,20.0,9.0
49053,2429.95,2426.36,56.9,23.8
49055,2466.49,2460.68,1.1,0.6
49057,659.39,576.08,401.4,149.6
50001,807.76,766.33,48.0,21.9
50003,677.66,674.98,55.0,31.0
50005,657.54,648.86,48.1,24.6
50007,619.3,536.58,291.7,122.5
50009,675.29,663.6,9.5,7.6
50011,691.98,633.71,75.3,34.1
50013,194.67,81.81,85.2,61.7
50015,463.69,458.8,53.3,28.3
50017,692.27,687.03,42.1,21.6
50019,721.16,693.27,39.3,23.3
50021,944.78,929.82,66.3,36.3
50023,695.42,687.23,86.6,43.6
50025,798.07,785.31,56.7,37.9
50027,976.78,969.34,58.5,35.2
51001,1310.04,449.5,73.8,46.7
51003,726.12,720.7,137.3,58.4
51005,448.75,445.46,36.5,18.1
51007,358.52,355.27,35.7,15.1
51009,478.85,473.93,68.3,29.5
51011,334.73,333.49,44.9,20.8
51013,26.07,25.97,7993.5,4058.0
51015,970.86,967.0,76.3,32.3
51017,534.58,529.16,8.9,6.2
51019,769.25,753.02,91.2,42.4
51021,358.73,357.72,19.1,9.1
51023,545.91,541.2,61.2,26.9
51025,569.38,566.17,30.8,14.4
51027,503.84,502.76,47.9,23.0
51029,583.56,579.66,29.6,12.5
51031,507.33,503.87,108.8,49.2
51033,536.87,527.51,54.1,22.2
51035,477.64,474.69,63.3,34.9
51036,204.24,182.82,39.7,17.7
51037,477.52,475.27,26.5,13.2
51041,436.95,423.3,747.1,289.5
51043,178.36,176.18,79.7,35.4
51045,330.61,329.53,15.7,8.5
51047,382.54,379.23,123.1,46.6
51049,299.75,297.46,33.8,15.6
51051,333.66,330.53,48.1,22.9
51053,507.19,503.72,55.6,22.7
51057,286.0,257.12,43.4,22.4
51059,406.25,390.97,2766.8,1043.6
51061,651.23,647.45,100.7,39.5
51063,381.29,380.42,40.2,20.5
51065,290.15,286.01,89.8,36.3
51067,711.55,690.43,81.3,42.5
51069,415.51,413.5,189.4,75.8
51071,360.42,355.78,48.6,23.4
51073,287.98,217.81,169.2,72.8
51075,289.9,281.42,77.2,30.6
51077,445.96,442.17,35.1,20.7
51079,156.91,156.25,117.8,48.1
51081,296.81,295.23,41.5,13.9
51083,829.63,817.84,44.3,22.0
51085,473.81,468.54,213.1,81.9
51087,244.91,233.7,1313.4,568.2
51089,384.38,382.33,141.6,68.7
51091,415.85,415.16,5.6,4.4
51093,362.83,315.61,111.8,46.4
51095,179.24,142.44,470.4,209.2
51097,326.29,315.14,22.0,10.8
51099,187.76,179.64,131.3,52.8
51101,285.63,273.94,58.2,23.8
51103,231.4,133.25,85.5,55.5
51105,437.41,435.52,58.8,27.0
51107,521.14,515.56,605.8,212.3
51109,510.87,496.3,66.8,32.9
51111,432.38,431.68,29.9,13.7
51113,321.87,320.68,41.5,18.5
51115,251.96,85.93,104.5,66.0
51117,679.23,625.49,52.3,29.7
51119,210.76,130.31,84.1,54.7
51121,389.26,387.01,243.9,99.7
51125,474.31,470.86,31.9,21.1
51127,223.47,209.73,87.9,34.8
51131,795.25,211.61,58.5,34.5
51133,285.62,191.3,64.5,47.0
51135,316.05,314.39,50.4,21.2
51137,343.26,340.78,98.2,42.9
51139,314.08,310.86,77.3,37.3
51141,485.86,483.1,38.3,20.9
51143,978.18,968.94,65.5,32.3
51145,262.35,260.22,107.8,38.6
51147,353.84,349.96,66.8,26.1
51149,281.84,265.16,134.7,45.5
51153,348.47,336.4,1195.0,407.6
51155,329.59,319.86,109.0,53.9
51157,267.03,266.23,27.7,14.4
51159,216.36,191.49,48.3,20.1
51161,251.25,250.52,368.7,159.7
51163,600.97,597.56,37.3,18.7
51165,853.36,849.09,89.9,39.6
51167,476.75,473.82,61.0,28.5
51169,538.64,535.53,43.3,22.3
51171,512.17,508.78,82.5,41.0
51173,452.29,450.93,71.4,34.2
51175,602.33,599.14,31.0,12.5
51177,414.26,401.5,304.9,112.5
51179,279.93,268.96,479.5,163.5
51181,310.31,278.95,25.3,12.3
51183,492.83,490.22,24.7,9.6
51185,519.97,518.85,86.9,40.1
51187,216.74,213.47,176.0,75.1
51191,565.99,560.97,97.8,45.6
51193,252.97,229.37,76.1,46.3
51195,405.23,403.19,102.8,44.5
51197,464.65,461.82,63.3,30.5
51199,214.96,104.78,624.8,256.2
51510,15.47,15.03,9314.3,4816.4
51515,6.9,6.88,904.6,424.5
51520,13.15,13.01,1370.6,678.6
51530,6.79,6.7,992.0,438.0
51540,10.26,10.24,4246.3,1874.2
51550,350.86,340.8,652.0,244.1
51570,7.81,7.52,2315.3,1041.4
51580,5.67,5.47,1090.1,560.8
51590,43.95,42.93,1002.8,522.6
51595,6.97,6.89,859.8,372.1
51600,6.28,6.24,3616.6,1391.2
51610,2.0,2.0,6169.8,2746.2
51620,8.35,8.21,1045.8,475.4
51630,10.51,10.44,2326.2,1002.6
51640,8.28,8.24,854.7,394.7
51650,136.3,51.41,2673.2,1158.6
51660,17.48,17.42,2808.2,1001.5
51670,10.8,10.28,2197.9,984.7
51678,2.52,2.5,2820.3,1019.7
51680,49.65,49.13,1538.2,651.2
51683,9.94,9.88,3827.8,1328.1
51685,2.53,2.53,5633.1,1935.5
51690,11.01,10.96,1261.5,657.6
51700,119.48,68.71,2630.0,1108.9
51710,96.35,54.12,4486.3,1755.7
51720,7.52,7.48,529.1,260.0
51730,23.18,22.93,1413.8,711.9
51735,78.43,15.32,793.3,308.6
51740,46.73,33.65,2838.9,1212.6
51750,10.21,9.87,1662.2,651.1
51760,62.46,59.81,3414.7,1644.5
51770,42.9,42.56,2279.8,1114.9
51775,14.54,14.44,1718.0,750.3
51790,20.04,19.98,1188.8,587.6
51800,429.09,400.17,211.4,82.6
51810,497.34,249.02,1758.9,714.3
51820,15.2,15.04,1396.8,646.1
51830,9.18,9.02,1559.3,573.7
51840,9.25,9.23,2838.1,1285.9
53001,1929.85,1924.98,9.7,3.2
53003,640.64,636.21,34.0,15.5
53005,1760.0,1700.38,103.0,40.4
53007,2993.88,2920.52,24.8,12.1
53009,2670.64,1738.33,41.1,20.5
53011,656.23,629.0,676.2,266.2
53013,873.48,868.63,4.7,2.5
53015,1166.21,1140.13,89.8,38.1
53017,1848.66,1819.26,21.1,8.8
53019,2257.32,2203.16,3.4,2.0
53021,1265.41,1242.17,62.9,19.7
53023,718.21,710.69,3.2,1.7
53025,2791.32,2679.51,33.3,13.1
53027,2224.41,1902.03,38.3,18.5
53029,517.37,208.45,376.6,193.0
53031,2183.14,1803.7,16.6,9.9
53033,2306.87,2115.57,912.9,402.4
53035,565.92,394.94,635.9,271.9
53037,2332.94,2297.27,17.8,9.5
53039,1904.16,1871.31,10.9,5.2
53041,2436.25,2402.8,31.4,14.2
53043,2339.35,2310.49,4.6,2.5
53045,1051.02,959.42,63.3,33.9
53047,5314.79,5267.98,7.8,4.2
53049,1223.38,932.66,22.4,16.7
53051,1425.24,1399.99,9.3,5.7
53053,1806.44,1669.51,476.3,194.9
53055,621.06,173.91,90.7,76.5
53057,1920.13,1731.2,67.5,29.7
53059,1683.81,1655.68,6.7,3.4
53061,2196.3,2087.27,341.8,137.3
53063,1780.7,1763.79,267.2,114.2
53065,2540.75,2477.76,17.6,8.5
53067,773.5,721.96,349.4,149.8
53069,287.18,263.38,15.1,7.8
53071,1299.02,1270.13,46.3,18.5
53073,2503.47,2106.86,95.5,43.0
53075,2177.6,2159.09,20.7,8.9
53077,4311.28,4295.4,56.6,19.9
54001,342.85,341.06,48.6,23.0
54003,321.56,321.14,324.4,139.4
54005,503.2,501.54,49.1,22.1
54007,516.27,510.81,28.4,14.5
54009,92.57,89.2,269.8,122.9
54011,288.02,281.02,342.8,164.3
54013,280.68,279.25,27.3,14.2
54015,343.82,341.9,27.5,13.4
54017,320.48,319.72,25.7,12.3
54019,668.35,661.55,69.6,32.7
54021,340.08,338.5,25.7,10.2
54023,480.29,477.37,25.0,13.3
54025,1024.51,1019.57,34.8,18.6
54027,644.63,640.25,37.4,21.4
54029,87.97,82.61,371.3,176.0
54031,584.48,582.31,24.1,13.9
54033,416.52,416.01,166.1,75.6
54035,471.63,464.35,62.9,28.7
54037,211.67,209.63,255.2,105.1
54039,910.92,901.59,214.1,102.7
54041,389.65,384.9,42.5,20.7
54043,438.59,437.04,49.7,22.6
54045,455.62,453.74,81.0,36.9
54047,534.9,533.46,41.5,21.2
54049,311.52,308.74,182.7,85.7
54051,312.15,305.43,108.4,52.1
54053,444.72,430.75,63.4,30.2
54055,420.72,418.99,148.6,71.9
54057,329.22,327.83,86.1,39.8
54059,423.97,423.11,63.4,30.0
54061,365.88,360.06,267.1,120.1
54063,473.64,472.75,28.6,16.1
54065,229.61,229.07,76.6,42.6
54067,654.41,646.82,40.6,20.2
54069,109.02,105.82,420.0,200.1
54071,698.15,696.05,11.1,7.4
54073,134.55,130.1,58.5,26.1
54075,941.82,940.28,9.3,9.4
54077,651.39,648.8,51.7,23.3
54079,350.4,345.67,160.5,67.8
54081,609.35,605.35,130.3,59.4
54083,1039.95,1039.68,28.3,13.6
54085,453.7,451.99,23.1,12.9
54087,483.72,483.56,30.9,15.2
54089,367.73,360.46,38.6,21.3
54091,175.68,172.77,97.8,43.6
54093,421.06,418.92,17.0,12.8
54095,260.7,256.29,35.9,19.5
54097,354.75,354.64,68.4,31.3
54099,512.11,505.98,84.0,38.0
54101,556.23,553.47,16.5,9.8
54103,361.33,358.06,46.3,22.8
54105,234.77,232.51,24.6,13.9
54107,376.77,366.26,237.4,109.8
54109,501.82,499.45,47.6,21.9
55001,688.55,645.65,32.3,27.0
55003,2292.38,1045.04,15.5,9.2
55005,889.76,862.71,53.2,27.4
55007,2041.67,1477.86,10.2,8.8
55009,615.71,529.71,468.2,197.0
55011,709.59,671.64,20.2,9.9
55013,880.23,821.85,18.8,18.6
55015,397.08,318.24,153.9,61.9
55017,1041.28,1008.37,61.9,27.0
55019,1218.79,1209.82,28.7,12.5
55021,795.97,765.53,74.2,34.1
55023,599.21,570.66,29.2,15.4
55025,1238.25,1197.24,407.7,180.4
55027,907.05,875.62,101.4,42.3
55029,2370.25,481.98,57.6,49.7
55031,1479.68,1304.14,33.9,17.5
55033,863.87,850.11,51.6,21.1
55035,645.25,637.98,154.8,66.1
55037,497.52,488.2,9.1,9.8
55039,765.84,719.55,141.2,61.0
55041,1046.33,1014.07,9.2,8.8
55043,1183.34,1146.85,44.7,18.8
55045,584.46,583.96,63.1,27.2
55047,380.3,349.44,54.5,30.4
55049,767.93,762.58,31.1,14.1
55051,919.16,758.17,7.8,7.9
55053,1000.28,987.72,20.7,9.8
55055,582.74,556.47,150.4,63.2
55057,804.03,766.93,34.8,19.1
55059,754.02,271.99,611.9,254.7
55061,1084.3,342.52,60.1,27.2
55063,479.93,451.69,253.8,107.2
55065,634.57,633.59,26.6,11.4
55067,887.88,870.64,22.9,14.2
55069,907.0,878.97,32.7,19.1
55071,1494.08,589.08,138.3,63.1
55073,1576.31,1544.98,86.8,37.4
55075,1550.01,1399.35,29.8,21.7
55077,464.3,455.6,33.8,21.7
55078,364.96,357.61,11.8,6.3
55079,1189.54,241.4,3926.0,1731.8
55081,908.22,900.78,49.6,21.3
55083,1148.79,997.99,37.7,23.6
55085,1235.99,1112.97,32.3,27.1
55087,644.59,637.52,277.2,114.7
55089,1116.2,233.08,370.7,155.6
55091,248.69,231.98,32.2,15.4
55093,591.87,573.75,71.5,28.1
55095,956.41,913.96,48.4,26.5
55097,822.66,800.68,87.4,37.5
55099,1278.42,1254.38,11.3,8.9
55101,792.12,332.5,587.7,247.1
55103,589.3,586.15,30.7,15.1
55105,726.11,718.14,223.3,95.3
55107,930.88,913.59,16.2,9.7
55109,735.68,722.33,116.8,47.0
55111,848.62,830.9,74.6,35.8
55113,1350.27,1257.3,13.2,12.7
55115,909.47,893.06,47.0,23.2
55117,1271.22,511.27,225.9,99.3
55119,984.42,974.88,21.2,10.9
55121,741.99,732.96,39.3,17.2
55123,816.41,791.58,37.6,17.3
55125,1017.84,856.6,25.0,29.3
55127,576.56,555.13,184.2,92.8
55129,853.32,797.11,20.0,16.3
55131,435.72,430.7,306.2,127.0
55133,580.6,549.57,709.4,292.7
55135,765.2,747.71,70.1,34.0
55137,637.41,626.15,39.1,23.7
55139,578.57,434.49,384.3,168.8
55141,809.44,793.12,94.2,43.0
56001,4308.79,4273.84,8.5,4.2
56003,3158.89,3137.1,3.7,1.7
56005,4806.71,4802.71,9.6,3.9
56007,7963.99,7897.58,2.0,1.1
56009,4265.07,4254.88,3.3,1.5
56011,2865.3,2854.41,2.5,1.3
56013,9265.72,9183.81,4.4,1.9
56015,2232.18,2225.39,6.0,2.7
56017,2006.41,2004.09,2.4,1.3
56019,4174.6,4154.15,2.1,1.1
56021,2687.56,2685.91,34.2,15.1
56023,4095.41,4076.13,4.4,2.2
56025,5375.66,5340.35,14.1,6.3
56027,2627.96,2626.04,0.9,0.5
56029,6967.42,6942.08,4.1,2.0
56031,2110.86,2084.21,4.2,2.2
56033,2527.08,2523.99,11.5,5.5
56035,4935.71,4886.54,2.1,1.2
56037,10491.09,10426.65,4.2,1.8
56039,4216.33,3995.38,5.3,3.2
56041,2087.57,2081.26,10.1,4.2
56043,2242.7,2238.55,3.8,1.7
56045,2400.02,2398.09,3.0,1.5
72001,67.1,66.69,292.1,121.8
72003,45.54,30.85,1360.0,591.8
72005,75.58,36.53,1668.5,778.3
72007,30.1,30.08,952.6,381.9
72009,31.34,31.31,827.2,332.4
72011,44.93,39.29,744.8,324.7
72013,171.19,125.95,765.7,343.4
72015,35.65,15.01,1304.3,591.4
72017,30.92,18.69,1327.6,572.0
72019,34.28,34.25,885.1,332.9
72021,44.51,44.32,4695.3,1941.6
72023,177.41,70.37,723.5,429.2
72025,59.07,58.6,2438.6,1030.3
72027,61.96,46.35,758.5,311.3
72029,33.01,32.87,1449.8,592.5
72031,60.32,45.32,3900.3,1761.7
72033,7.04,4.84,5808.6,2312.5
72035,51.96,51.93,926.5,403.1
72037,158.83,29.04,469.5,267.1
72039,66.71,66.53,282.3,116.3
72041,36.46,36.02,1207.1,474.8
72043,78.03,78.01,519.3,214.3
72045,28.52,28.4,731.6,284.9
72047,42.58,42.57,872.4,328.8
72049,168.83,11.62,156.4,137.9
72051,53.71,23.09,1653.0,722.7
72053,105.33,29.86,1238.7,649.3
72054,15.22,15.21,833.7,337.8
72055,79.46,37.05,524.3,260.9
72057,106.82,64.99,698.0,303.3
72059,64.24,42.27,510.5,206.4
72061,27.76,27.58,3550.7,1523.4
72063,28.31,27.89,1626.9,649.3
72065,58.76,41.78,1004.1,415.6
72067,11.34,11.34,1520.6,686.1
72069,71.4,44.75,1306.4,627.9
72071,91.85,55.3,825.1,384.5
72073,44.53,44.53,373.7,146.9
72075,107.12,60.28,841.9,332.1
72077,26.62,26.49,1521.0,631.1
72079,101.13,59.95,429.6,206.8
72081,61.64,61.45,500.5,210.8
72083,46.51,46.36,213.1,86.0
72085,33.89,33.88,1141.5,479.6
72087,65.6,19.37,1552.2,655.2
72089,46.53,25.81,777.5,424.9
72091,70.69,45.13,977.5,426.8
72093,36.63,36.62,171.4,74.8
72095,38.27,21.07,580.3,263.3
72097,274.08,77.65,1147.3,551.5
72099,50.37,50.34,796.7,333.7
72101,38.93,38.87,838.9,318.5
72103,72.26,51.66,517.2,232.8
72105,27.75,27.4,1109.5,411.7
72107,63.78,63.62,368.2,145.5
72109,75.3,46.7,412.8,200.4
72111,67.86,44.62,544.2,206.6
72113,193.61,114.76,1449.3,606.7
72115,34.35,22.68,1142.7,474.1
72117,54.41,14.29,1063.8,678.5
72119,89.53,60.62,895.8,400.8
72121,35.84,35.83,705.1,305.8
72123,114.12,69.37,448.0,207.3
72125,54.51,54.5,651.9,292.1
72127,76.96,47.85,8262.3,4178.2
72129,53.21,53.11,773.1,324.4
72131,71.22,70.42,602.5,265.5
72133,76.94,34.02,684.1,281.4
72135,27.56,27.02,2741.5,999.6
72137,41.81,23.24,3855.7,1572.5
72139,21.38,20.76,3604.4,1459.0
72141,115.07,113.53,292.0,125.0
72143,37.5,27.73,1440.8,613.2
72145,68.18,45.86,1301.1,553.9
72147,263.99,50.77,183.2,109.1
72149,37.04,35.64,731.6,272.5
72151,83.24,55.21,687.2,286.1
72153,68.82,68.19,616.5,264.3
