,Grocery & pharmacy,Grocery & pharmacy,Grocery & pharmacy
45043,-6.0,-12.0,-2.0
45045,-12.0,-13.0,1.0
45047,-4.0,1.0,-1.0
45049,-10.0,-7.0,-7.0
45051,-13.0,-18.0,-13.0
45053,-21.0,-24.0,-13.0
45055,-7.0,2.0,13.0
45057,-13.0,-15.0,0.0
45059,2.0,8.0,19.0
45061,6.0,8.0,8.0
45063,-15.0,-12.0,-5.0
45065,30.0,11.0,11.0
45067,-7.0,-3.0,12.0
45069,4.0,-2.0,-2.0
45071,1.0,3.0,4.0
45073,-6.0,-9.0,9.0
45075,-5.0,-5.0,0.0
45077,-10.0,-8.0,4.0
45079,-19.0,-15.0,-8.0
45081,-1.0,3.0,3.0
45083,-11.0,-13.0,-2.0
45085,-6.0,-4.0,1.0
45087,1.0,6.0,1.0
45089,-2.0,2.0,2.0
45091,-16.0,-14.0,-5.0
46005,-22.0,-12.0,-12.0
46009,,,
46011,-21.0,-27.0,-27.0
46013,-10.0,-12.0,-12.0
46015,,,
46019,,,
46023,,,
46027,,,
46029,-14.0,5.0,5.0
46033,,,
46035,-7.0,-4.0,-4.0
46041,,,
46047,-12.0,-12.0,
46051,,,
46057,,,
46065,6.0,-11.0,-11.0
46067,,,
46077,,,
46079,-13.0,-6.0,-6.0
46081,-14.0,-14.0,-14.0
46083,13.0,0.0,0.0
46087,,,
46093,-10.0,-7.0,-7.0
46099,-5.0,-6.0,-6.0
46101,,,
46103,-6.0,-1.0,-2.0
46109,4.0,-20.0,-20.0
46113,-11.0,-11.0,-11.0
46115,,,
46121,-26.0,-14.0,-14.0
46123,,,
46125,,,
46127,-15.0,-9.0,-9.0
46129,,,
46135,-3.0,0.0,0.0
47001,-5.0,4.0,8.0
47003,-2.0,5.0,7.0
47005,16.0,83.0,83.0
47007,18.0,18.0,18.0
47009,-4.0,-7.0,8.0
47011,-6.0,-5.0,6.0
47013,-1.0,-1.0,0.0
47015,15.0,12.0,12.0
47017,-2.0,4.0,4.0
47019,1.0,-2.0,14.0
47021,23.0,66.0,66.0
47023,-3.0,-4.0,-4.0
47025,29.0,46.0,46.0
47027,,,
47029,-11.0,3.0,21.0
47031,-6.0,-6.0,3.0
47033,3.0,4.0,4.0
47035,-13.0,-27.0,-7.0
47037,-17.0,-18.0,-10.0
47039,8.0,22.0,22.0
47041,26.0,18.0,18.0
47043,-13.0,-16.0,0.0
47045,-5.0,-5.0,-4.0
47047,46.0,52.0,52.0
47049,0.0,1.0,1.0
47051,3.0,3.0,14.0
47053,4.0,13.0,20.0
47055,2.0,-10.0,13.0
47057,-1.0,4.0,4.0
47059,-8.0,-11.0,0.0
47061,4.0,-12.0,-12.0
47063,-12.0,-11.0,4.0
47065,-15.0,-22.0,-2.0
47067,,,
47069,-4.0,-2.0,-2.0
47071,-3.0,9.0,9.0
47073,-5.0,-3.0,17.0
47075,4.0,4.0,4.0
47077,11.0,11.0,11.0
47079,8.0,10.0,9.0
47081,3.0,5.0,5.0
47083,-17.0,-6.0,-6.0
47085,2.0,-5.0,-5.0
47087,2.0,2.0,2.0
47089,-10.0,-3.0,13.0
47091,3.0,0.0,0.0
47093,-16.0,-17.0,-2.0
47097,21.0,19.0,19.0
47099,2.0,-7.0,4.0
47101,-4.0,17.0,17.0
47103,5.0,10.0,10.0
47105,1.0,0.0,10.0
47107,-13.0,-11.0,9.0
47109,-1.0,5.0,5.0
47111,-5.0,-4.0,-4.0
47113,-15.0,-18.0,-13.0
47115,-26.0,-30.0,-14.0
47117,11.0,6.0,6.0
47119,-15.0,-20.0,-2.0
47121,14.0,32.0,32.0
47123,-7.0,14.0,40.0
47125,-9.0,-10.0,3.0
47127,,,
47129,2.0,3.0,3.0
47131,14.0,13.0,13.0
47133,6.0,0.0,0.0
47135,,,
47139,9.0,2.0,2.0
47141,-14.0,-21.0,-10.0
47143,-1.0,-1.0,8.0
47145,-6.0,1.0,10.0
47147,6.0,6.0,16.0
47149,-12.0,-15.0,-2.0
47151,3.0,9.0,9.0
47153,11.0,7.0,7.0
47155,-29.0,-30.0,-27.0
47157,-9.0,-4.0,4.0
47159,15.0,22.0,22.0
47161,11.0,15.0,15.0
47163,-10.0,-9.0,2.0
47165,-13.0,-11.0,1.0
47167,1.0,4.0,22.0
47169,11.0,11.0,11.0
47171,3.0,16.0,16.0
47173,6.0,0.0,0.0
47175,,,
47177,40.0,21.0,21.0
47179,-15.0,-18.0,-5.0
47181,3.0,16.0,16.0
47183,-1.0,2.0,2.0
47185,-16.0,19.0,19.0
47187,-20.0,-29.0,-8.0
47189,-4.0,-14.0,2.0
48001,1.0,-6.0,-2.0
48003,-22.0,-40.0,-40.0
48005,-9.0,-17.0,-4.0
48007,-31.0,-35.0,-31.0
48009,,,
48013,-24.0,-19.0,-4.0
48015,-6.0,-22.0,-22.0
48017,-14.0,-8.0,-8.0
48019,15.0,-5.0,-5.0
48021,-24.0,-29.0,-21.0
48025,-35.0,-24.0,-8.0
48027,-24.0,-25.0,-18.0
48029,-23.0,-22.0,-10.0
48031,-10.0,-20.0,-20.0
48035,0.0,-7.0,-7.0
48037,-20.0,-13.0,-12.0
48039,-21.0,-19.0,-8.0
48041,-28.0,-29.0,-21.0
48043,-37.0,-43.0,-43.0
48047,-14.0,-9.0,-9.0
48049,-18.0,-21.0,-6.0
48051,0.0,-10.0,-10.0
48053,-15.0,-26.0,-14.0
48055,-36.0,-41.0,-31.0
48057,-20.0,-17.0,-17.0
48059,-5.0,-15.0,-15.0
48061,-41.0,-46.0,-35.0
48063,-4.0,-9.0,-9.0
48065,-28.0,-24.0,-24.0
48067,4.0,-3.0,-3.0
48069,-14.0,-20.0,-20.0
48071,-19.0,-22.0,-2.0
48073,-5.0,-12.0,1.0
48075,-31.0,-20.0,-20.0
48077,,,
48081,-21.0,-30.0,-30.0
48083,-16.0,-19.0,-19.0
48085,-33.0,-34.0,-27.0
48089,-8.0,-11.0,-11.0
48091,-33.0,-35.0,-22.0
48093,-22.0,-29.0,-29.0
48097,-3.0,-10.0,0.0
48099,-18.0,-17.0,0.0
48103,-27.0,-20.0,-20.0
48105,-27.0,-24.0,-24.0
48107,-15.0,-24.0,-24.0
48109,,,
48111,-12.0,-21.0,-21.0
48113,-21.0,-20.0,-14.0
48115,-10.0,-9.0,-9.0
48117,-12.0,-14.0,-14.0
48119,,,
48121,-27.0,-31.0,-22.0
48123,-22.0,-27.0,-27.0
48127,-17.0,-24.0,-24.0
48129,,,
48131,-28.0,-30.0,-30.0
48133,-15.0,-12.0,-12.0
48135,-5.0,-16.0,-9.0
48139,-18.0,-17.0,-3.0
48141,-25.0,-23.0,-14.0
48143,-32.0,-34.0,-34.0
48145,-13.0,-10.0,-10.0
48147,-2.0,-2.0,-2.0
48149,-25.0,-31.0,-24.0
48153,,,
48157,-26.0,-25.0,-13.0
48159,4.0,-2.0,-2.0
48161,-4.0,-13.0,-13.0
48163,-22.0,-30.0,-30.0
48165,-8.0,-8.0,-8.0
48167,-15.0,-16.0,-2.0
48169,-13.0,-28.0,-28.0
48171,-25.0,-32.0,-32.0
48175,-38.0,-54.0,-54.0
48177,-13.0,-24.0,-24.0
48179,-10.0,-27.0,-27.0
48181,-9.0,-14.0,-11.0
48183,-21.0,-15.0,-11.0
48185,-3.0,-5.0,-5.0
48187,-24.0,-24.0,-12.0
48189,-13.0,-18.0,12.0
48191,,,
48193,-32.0,-35.0,-35.0
48197,-24.0,-24.0,-24.0
48199,-13.0,-10.0,5.0
48201,-23.0,-20.0,-13.0
48203,-7.0,-7.0,8.0
48205,-4.0,6.0,6.0
48207,-22.0,-34.0,-34.0
48209,-22.0,-25.0,-15.0
48213,-3.0,-7.0,7.0
48215,-43.0,-43.0,-30.0
48217,-8.0,-17.0,-8.0
48219,-15.0,-22.0,-22.0
48221,-7.0,13.0,32.0
48223,4.0,0.0,0.0
48225,5.0,4.0,4.0
48227,-19.0,-24.0,-17.0
48231,-15.0,-17.0,-12.0
48233,-13.0,-17.0,-17.0
48237,,,
48239,-19.0,-16.0,-16.0
48241,-24.0,-22.0,0.0
48245,-22.0,-19.0,-5.0
48247,-29.0,-47.0,-47.0
48249,-22.0,-19.0,-1.0
48251,-18.0,-22.0,-12.0
48253,-8.0,-11.0,-11.0
48255,-24.0,-22.0,-22.0
48257,-22.0,-25.0,-14.0
48259,-25.0,-33.0,-19.0
48265,-18.0,-28.0,-14.0
48267,,,
48273,-36.0,-35.0,-27.0
48277,-6.0,-7.0,-8.0
48279,-17.0,-11.0,-11.0
48281,-27.0,-31.0,-31.0
48283,-23.0,-26.0,-26.0
48285,-11.0,-16.0,-16.0
48287,-37.0,-41.0,-41.0
48289,-23.0,-40.0,-40.0
48291,-2.0,0.0,10.0
48293,-15.0,-23.0,-23.0
48297,-35.0,-36.0,-36.0
48299,-3.0,-24.0,-24.0
48301,-58.0,-49.0,-49.0
48303,-14.0,-19.0,-3.0
48305,,,
48307,-10.0,-22.0,-22.0
48309,-22.0,-23.0,-14.0
48311,,,
48313,-63.0,-68.0,-59.0
48315,-12.0,-4.0,-4.0
48317,-13.0,-14.0,-14.0
48321,-16.0,-26.0,-10.0
48323,-36.0,-41.0,-33.0
48325,-8.0,-12.0,5.0
48329,-19.0,-20.0,-15.0
48331,-20.0,-20.0,-20.0
48335,-14.0,-23.0,-23.0
48337,-18.0,-33.0,-33.0
48339,-24.0,-21.0,-7.0
48341,-12.0,-17.0,-17.0
48343,-9.0,-10.0,-10.0
48347,-3.0,-24.0,-12.0
48349,-18.0,10.0,27.0
48351,0.0,-2.0,-2.0
48353,-10.0,-12.0,-12.0
48355,-25.0,-22.0,-9.0
48357,-14.0,-14.0,-14.0
48359,,,
48361,-18.0,-11.0,6.0
48363,-1.0,-3.0,-3.0
48365,0.0,-19.0,-19.0
48367,-15.0,-15.0,-6.0
48369,-10.0,-4.0,-4.0
48371,-17.0,-28.0,-28.0
48373,-14.0,-16.0,2.0
48375,-13.0,-16.0,-3.0
48377,-38.0,-42.0,-42.0
48379,-8.0,-25.0,-25.0
48381,-17.0,-19.0,-4.0
48383,-2.0,-22.0,-22.0
48385,,-38.0,-38.0
48387,16.0,4.0,4.0
48389,-19.0,-16.0,-26.0
48391,-43.0,-44.0,-44.0
48395,-16.0,-25.0,-25.0
48397,-25.0,-27.0,-10.0
48399,-5.0,-17.0,-17.0
48401,-7.0,-7.0,6.0
48403,13.0,-2.0,-2.0
48405,-9.0,-14.0,-14.0
48407,7.0,3.0,3.0
48409,-23.0,-22.0,-13.0
48411,,,
48415,-21.0,-20.0,-20.0
48419,-3.0,-19.0,-19.0
48421,,,
48423,-28.0,-18.0,-12.0
48425,-6.0,-22.0,-22.0
48427,-31.0,-37.0,-20.0
48429,,,
48435,-29.0,-27.0,-27.0
48437,-4.0,-2.0,-2.0
48439,-20.0,-20.0,-9.0
48441,-14.0,-21.0,-10.0
48445,-19.0,-27.0,-27.0
48449,2.0,-10.0,6.0
48451,-18.0,-22.0,-13.0
48453,-29.0,-30.0,-24.0
48455,9.0,-10.0,-10.0
48457,11.0,5.0,5.0
48459,2.0,4.0,4.0
48461,-21.0,-25.0,-25.0
48463,-31.0,-36.0,-23.0
48465,-35.0,-32.0,-21.0
48467,-16.0,-17.0,-13.0
48469,-23.0,-27.0,-18.0
48471,-17.0,-19.0,-7.0
48473,-22.0,-16.0,-5.0
48475,-16.0,-17.0,-29.0
48477,-14.0,-16.0,-14.0
48479,-38.0,-42.0,-30.0
48481,-36.0,-38.0,-29.0
48483,,,
48485,-30.0,-23.0,-9.0
48487,-12.0,-15.0,-15.0
48489,-36.0,-38.0,-38.0
48491,-29.0,-31.0,-21.0
48493,-55.0,-52.0,-42.0
48495,-23.0,-25.0,-32.0
48497,-11.0,-17.0,-10.0
48499,7.0,-11.0,-1.0
48501,-12.0,-12.0,-12.0
48503,-4.0,43.0,43.0
48505,-19.0,-30.0,-30.0
48507,-25.0,-16.0,-16.0
49001,,,
49003,-24.0,-16.0,-7.0
49005,-3.0,-5.0,9.0
49007,2.0,-13.0,-13.0
49011,-1.0,-2.0,2.0
49013,1.0,12.0,12.0
49015,6.0,2.0,2.0
49017,,,
49019,-1.0,-2.0,-2.0
49021,-49.0,-14.0,-13.0
49023,-15.0,-15.0,-15.0
49025,-6.0,-15.0,-15.0
49027,72.0,67.0,67.0
49029,-13.0,-2.0,-2.0
49035,-16.0,-16.0,-7.0
49037,60.0,34.0,34.0
49039,0.0,-7.0,-7.0
49041,2.0,2.0,2.0
49043,-65.0,-63.0,-59.0
49045,-11.0,-11.0,31.0
49047,-4.0,1.0,1.0
49049,-11.0,-10.0,-4.0
49051,-30.0,-32.0,-32.0
49053,-10.0,-7.0,-3.0
49057,-17.0,-15.0,-7.0
50001,-38.0,-32.0,-32.0
50003,-29.0,-24.0,-24.0
50005,-44.0,-26.0,-29.0
50007,-53.0,-45.0,-39.0
50009,,,
50011,-27.0,-25.0,-25.0
50013,,,
50015,-45.0,-35.0,-35.0
50017,-33.0,-14.0,-14.0
50019,-31.0,-15.0,-15.0
50021,-33.0,-21.0,-10.0
50023,-45.0,-35.0,-21.0
50025,-43.0,-42.0,-27.0
50027,-50.0,-47.0,-40.0
51001,-18.0,-19.0,-4.0
51003,-30.0,-27.0,-18.0
51005,,,
51007,-18.0,-21.0,-21.0
51009,-7.0,-2.0,-2.0
51011,2.0,12.0,12.0
51013,-32.0,-35.0,-23.0
51015,-16.0,-16.0,-6.0
51017,,,
51019,-8.0,-7.0,3.0
51021,,,
51023,-11.0,-18.0,-18.0
51025,,,
51027,6.0,0.0,0.0
51029,-3.0,-12.0,-12.0
51031,-13.0,-9.0,3.0
51033,-20.0,-21.0,-21.0
51035,12.0,7.0,7.0
51036,,,
51037,20.0,17.0,17.0
51041,-21.0,-24.0,-16.0
51043,-19.0,-21.0,-21.0
51045,,,
51047,-12.0,-6.0,-6.0
51049,-24.0,,
51051,-11.0,-16.0,-16.0
51053,-29.0,-26.0,-26.0
51057,10.0,-8.0,-8.0
51059,-24.0,-28.0,-21.0
51061,-34.0,-36.0,-27.0
51063,9.0,6.0,6.0
51065,-31.0,-34.0,-34.0
51067,-7.0,-7.0,2.0
51069,-26.0,-24.0,-12.0
51071,0.0,16.0,16.0
51073,12.0,-8.0,-8.0
51075,-22.0,-23.0,-23.0
51077,,,
51079,-15.0,-18.0,-18.0
51081,,,
51083,-11.0,-13.0,-7.0
51085,-23.0,-29.0,-14.0
51087,-22.0,-24.0,-16.0
51089,-9.0,-13.0,3.0
51093,-11.0,-10.0,9.0
51095,-2.0,-4.0,1.0
51097,,,
51099,-37.0,-38.0,-18.0
51101,-7.0,3.0,3.0
51103,-2.0,6.0,6.0
51105,10.0,10.0,10.0
51107,-24.0,-25.0,-13.0
51109,-13.0,-22.0,-6.0
51111,-2.0,-4.0,-4.0
51113,-34.0,-27.0,-27.0
51115,-2.0,2.0,2.0
51117,1.0,4.0,4.0
51119,12.0,1.0,1.0
51121,-18.0,-20.0,-3.0
51125,1.0,-3.0,-3.0
51127,-5.0,-10.0,-10.0
51131,-22.0,-33.0,-33.0
51133,-18.0,-17.0,-17.0
51135,38.0,40.0,40.0
51137,-15.0,-13.0,4.0
51139,3.0,-2.0,-2.0
51141,25.0,19.0,19.0
51143,-9.0,-1.0,10.0
51145,-28.0,-32.0,-32.0
51147,-19.0,-17.0,-17.0
51149,-31.0,-23.0,-8.0
51153,-22.0,-24.0,-18.0
51155,1.0,1.0,1.0
51157,,,
51159,-25.0,-25.0,-25.0
51161,-15.0,-22.0,-7.0
51163,,,
51165,-10.0,-18.0,-9.0
51167,-14.0,-22.0,-22.0
51169,-2.0,-9.0,-9.0
51171,-10.0,-19.0,-5.0
51173,2.0,4.0,4.0
51175,4.0,-1.0,-1.0
51177,-17.0,-20.0,-7.0
51179,-29.0,-33.0,-18.0
51181,,,
51183,18.0,22.0,22.0
51185,6.0,15.0,-8.0
51187,-11.0,-11.0,-11.0
51191,-11.0,-10.0,-9.0
51193,20.0,6.0,6.0
51195,4.0,1.0,-17.0
51197,-17.0,-16.0,-5.0
51199,-20.0,-22.0,-7.0
53001,4.0,19.0,19.0
53003,,,
53005,-23.0,-17.0,-7.0
53007,-20.0,-18.0,-13.0
53009,-27.0,-23.0,-13.0
53011,-28.0,-22.0,-14.0
53015,-20.0,-7.0,6.0
53017,-19.0,-12.0,9.0
53019,,,
53021,-15.0,-9.0,-1.0
53025,-8.0,-3.0,8.0
53027,-18.0,-10.0,-3.0
53029,-25.0,-31.0,-16.0
53031,-31.0,-33.0,-33.0
53033,-30.0,-29.0,-19.0
53035,-27.0,-19.0,-8.0
53037,-32.0,-26.0,-7.0
53039,-3.0,-2.0,-2.0
53041,-21.0,-8.0,0.0
53043,,,
53045,-25.0,-20.0,-7.0
53047,2.0,7.0,7.0
53049,-24.0,-14.0,-14.0
53051,-6.0,-1.0,-1.0
53053,-22.0,-14.0,-5.0
53055,-32.0,-42.0,-42.0
53057,-25.0,-20.0,-5.0
53059,,,
53061,-30.0,-28.0,-15.0
53063,-20.0,-15.0,1.0
53065,-7.0,1.0,1.0
53067,-28.0,-23.0,-7.0
53071,-21.0,-12.0,-7.0
53073,-34.0,-32.0,-20.0
53075,-25.0,-24.0,-24.0
53077,-13.0,-7.0,8.0
54001,-9.0,-1.0,-1.0
54003,-20.0,-15.0,-6.0
54005,-13.0,8.0,8.0
54007,,,
54009,-10.0,-4.0,-4.0
54011,-20.0,-10.0,-7.0
54019,-9.0,3.0,3.0
54023,9.0,4.0,4.0
54025,-16.0,18.0,-14.0
54027,-1.0,0.0,0.0
54029,-1.0,-8.0,-27.0
54031,-13.0,-14.0,-14.0
54033,-18.0,-11.0,-6.0
54035,-32.0,-18.0,-18.0
54037,-39.0,-44.0,-30.0
54039,-14.0,-3.0,-2.0
54041,-7.0,-18.0,-18.0
54043,,,
54045,-16.0,2.0,2.0
54047,-13.0,13.0,13.0
54049,-21.0,-6.0,4.0
54051,-18.0,-20.0,-20.0
54053,-8.0,11.0,11.0
54055,-16.0,-4.0,3.0
54057,-4.0,-4.0,-4.0
54059,,,
54061,-23.0,-25.0,-19.0
54063,,,
54065,-19.0,-7.0,-7.0
54067,-12.0,7.0,7.0
54069,11.0,8.0,14.0
54073,,,
54075,,,
54077,-5.0,-16.0,-16.0
54079,-16.0,-12.0,-6.0
54081,-24.0,-13.0,-12.0
54083,-9.0,-1.0,-1.0
54085,,,
54087,,,
54089,,,
54091,-32.0,2.0,2.0
54093,-14.0,-14.0,-14.0
54095,,,
54097,-24.0,-19.0,-19.0
54099,-10.0,-6.0,-6.0
54101,,,
54103,-15.0,-8.0,-8.0
54105,,,
54107,-12.0,-3.0,-6.0
54109,,,
55001,-16.0,1.0,1.0
55003,-44.0,-15.0,-15.0
55005,-38.0,-19.0,-5.0
55007,-33.0,-28.0,-28.0
55009,-31.0,-21.0,-1.0
55011,-12.0,-12.0,-12.0
55013,-24.0,0.0,0.0
55015,-29.0,-19.0,1.0
55017,-34.0,-9.0,9.0
55019,-29.0,-7.0,-7.0
55021,-29.0,-15.0,1.0
55023,-26.0,3.0,3.0
55025,-38.0,-29.0,-12.0
55027,-32.0,-13.0,1.0
55029,-28.0,-19.0,-19.0
55031,-40.0,-19.0,-8.0
55033,-35.0,-12.0,-6.0
55035,-35.0,-27.0,-10.0
55037,,,
55039,-36.0,-28.0,-9.0
55041,,,
55043,-24.0,-5.0,12.0
55045,-22.0,-3.0,15.0
55047,-22.0,-5.0,-5.0
55049,-44.0,3.0,3.0
55051,,,
55053,-19.0,85.0,85.0
55055,-28.0,-13.0,13.0
55057,-33.0,-18.0,-1.0
55059,-33.0,-25.0,-6.0
55061,-17.0,-9.0,-9.0
55063,-28.0,-17.0,-10.0
55065,-7.0,10.0,10.0
55067,-30.0,-13.0,-13.0
55069,-36.0,18.0,18.0
55071,-19.0,-14.0,3.0
55073,-32.0,-23.0,-10.0
55075,-25.0,-1.0,-13.0
55077,-25.0,5.0,5.0
55079,-28.0,-16.0,-1.0
55081,-33.0,-19.0,-11.0
55083,-22.0,1.0,1.0
55085,-47.0,-22.0,-22.0
55087,-35.0,-26.0,-7.0
55089,-35.0,-29.0,-10.0
55091,,,
55093,-21.0,0.0,0.0
55095,-26.0,-3.0,10.0
55097,-34.0,-24.0,-5.0
55099,-31.0,-19.0,-19.0
55101,-28.0,-19.0,0.0
55103,,,
55105,-30.0,-18.0,6.0
55107,-39.0,-17.0,-17.0
55109,-35.0,-22.0,-5.0
55111,-29.0,-10.0,-1.0
55113,-37.0,-20.0,-20.0
55115,-35.0,-24.0,-2.0
55117,-28.0,-17.0,8.0
55119,-21.0,10.0,10.0
55121,-28.0,-20.0,-3.0
55123,-28.0,-14.0,-14.0
55125,-28.0,-26.0,-26.0
55127,-28.0,-11.0,12.0
55129,-59.0,-40.0,-40.0
55131,-29.0,-21.0,2.0
55133,-35.0,-21.0,4.0
55135,-26.0,-12.0,13.0
55137,-1.0,7.0,7.0
55139,-32.0,-20.0,-1.0
55141,-31.0,-17.0,-1.0
56001,-27.0,-20.0,-20.0
56003,-7.0,-7.0,-7.0
56005,-2.0,8.0,8.0
56007,-14.0,-23.0,-23.0
56009,-3.0,-9.0,-9.0
56011,,,
56013,-17.0,-5.0,-8.0
56015,-17.0,-13.0,-13.0
56017,-22.0,-20.0,-20.0
56019,-2.0,-2.0,-2.0
56021,-20.0,-13.0,-2.0
56023,-5.0,-16.0,-16.0
56025,-8.0,-7.0,2.0
56029,10.0,12.0,12.0
56031,-5.0,-11.0,-11.0
56033,7.0,5.0,5.0
56035,-24.0,-33.0,-33.0
56037,-9.0,-9.0,13.0
56039,-50.0,-53.0,-53.0
56041,2.0,-11.0,-11.0
56043,-7.0,-23.0,-23.0
56045,-24.0,-19.0,-19.0
