,Workplaces,Workplaces,Workplaces
45011,-24.0,-28.0,-24.0
45013,-39.0,-45.0,-38.0
45015,-32.0,-36.0,-34.0
45017,-32.0,-35.0,-27.0
45019,-42.0,-44.0,-41.0
45021,-24.0,-28.0,-36.0
45023,-25.0,-27.0,-28.0
45025,-26.0,-25.0,-22.0
45027,-28.0,-39.0,-27.0
45029,-31.0,-40.0,-30.0
45031,-22.0,-22.0,-30.0
45033,-19.0,-17.0,-30.0
45035,-36.0,-39.0,-37.0
45037,-32.0,-35.0,-23.0
45039,-33.0,-42.0,-27.0
45041,-30.0,-31.0,-29.0
45043,-30.0,-37.0,-30.0
45045,-39.0,-42.0,-39.0
45047,-27.0,-27.0,-23.0
45049,-23.0,-23.0,-22.0
45051,-39.0,-44.0,-41.0
45053,-39.0,-42.0,-34.0
45055,-30.0,-31.0,-24.0
45057,-35.0,-36.0,-31.0
45059,-26.0,-31.0,-31.0
45061,-20.0,-22.0,-18.0
45063,-35.0,-37.0,-30.0
45065,-30.0,-32.0,-43.0
45067,-25.0,-28.0,-28.0
45069,-22.0,-25.0,-37.0
45071,-25.0,-25.0,-29.0
45073,-28.0,-37.0,-29.0
45075,-24.0,-31.0,-28.0
45077,-35.0,-37.0,-28.0
45079,-35.0,-38.0,-34.0
45081,-26.0,-34.0,-23.0
45083,-34.0,-38.0,-35.0
45085,-31.0,-33.0,-33.0
45087,-23.0,-24.0,-35.0
45089,-19.0,-15.0,-19.0
45091,-35.0,-39.0,-37.0
46005,-26.0,-26.0,-24.0
46009,-27.0,-32.0,-43.0
46011,-30.0,-31.0,-28.0
46013,-23.0,-24.0,-29.0
46015,-32.0,-30.0,-41.0
46019,-17.0,-22.0,-34.0
46023,-18.0,-32.0,-34.0
46027,-28.0,-30.0,-35.0
46029,-24.0,-23.0,-27.0
46033,-23.0,-23.0,-36.0
46035,-19.0,-22.0,-25.0
46041,-42.0,-59.0,-46.0
46047,-23.0,-23.0,-30.0
46051,-21.0,-19.0,-23.0
46057,-32.0,-35.0,-40.0
46065,-16.0,-20.0,-22.0
46067,-17.0,-30.0,-36.0
46077,-27.0,-29.0,-24.0
46079,-27.0,-32.0,-45.0
46081,-46.0,-52.0,-55.0
46083,-24.0,-32.0,-34.0
46087,-24.0,-37.0,-41.0
46093,-32.0,-29.0,-35.0
46099,-23.0,-29.0,-37.0
46101,-27.0,-37.0,-43.0
46103,-30.0,-33.0,-35.0
46109,-29.0,-42.0,-45.0
46113,-30.0,-45.0,-45.0
46115,-28.0,-28.0,-38.0
46121,-43.0,-46.0,-46.0
46123,,,
46125,-21.0,-28.0,-38.0
46127,-17.0,-26.0,-32.0
46129,-37.0,-50.0,-34.0
46135,-22.0,-26.0,-33.0
47001,-31.0,-37.0,-28.0
47003,-33.0,-34.0,-34.0
47005,-30.0,-25.0,-32.0
47007,-29.0,-40.0,-48.0
47009,-39.0,-44.0,-37.0
47011,-24.0,-30.0,-34.0
47013,-29.0,-32.0,-22.0
47015,-24.0,-32.0,-34.0
47017,-26.0,-30.0,-25.0
47019,-21.0,-27.0,-27.0
47021,-32.0,-31.0,-32.0
47023,-28.0,-38.0,-21.0
47025,-26.0,-28.0,-27.0
47027,-28.0,-37.0,-44.0
47029,-36.0,-41.0,-42.0
47031,-33.0,-39.0,-32.0
47033,-11.0,-13.0,-31.0
47035,-32.0,-36.0,-31.0
47037,-44.0,-47.0,-41.0
47039,-28.0,-39.0,-44.0
47041,-34.0,-43.0,-34.0
47043,-34.0,-38.0,-30.0
47045,-21.0,-22.0,-23.0
47047,-35.0,-35.0,-26.0
47049,-19.0,-21.0,-9.0
47051,-35.0,-41.0,-36.0
47053,-25.0,-32.0,-30.0
47055,-24.0,-34.0,-27.0
47057,-20.0,-22.0,-26.0
47059,-19.0,-24.0,-26.0
47061,-33.0,-37.0,-44.0
47063,-28.0,-33.0,-33.0
47065,-36.0,-40.0,-36.0
47067,-39.0,-50.0,-55.0
47069,-28.0,-32.0,-37.0
47071,-29.0,-28.0,-23.0
47073,-25.0,-30.0,-19.0
47075,-24.0,-17.0,-26.0
47077,-33.0,-39.0,-33.0
47079,-30.0,-27.0,-26.0
47081,-26.0,-35.0,-27.0
47083,-27.0,-33.0,-53.0
47085,-26.0,-29.0,-31.0
47087,-31.0,-35.0,-53.0
47089,-37.0,-39.0,-36.0
47091,-20.0,-28.0,-20.0
47093,-40.0,-41.0,-36.0
47097,-21.0,-23.0,-27.0
47099,-28.0,-32.0,-26.0
47101,-39.0,-43.0,-50.0
47103,-21.0,-23.0,-20.0
47105,-40.0,-41.0,-28.0
47107,-29.0,-34.0,-32.0
47109,-17.0,-28.0,-20.0
47111,-33.0,-33.0,-23.0
47113,-33.0,-37.0,-37.0
47115,-28.0,-29.0,-32.0
47117,-29.0,-34.0,-32.0
47119,-33.0,-37.0,-36.0
47121,-28.0,-30.0,-37.0
47123,-37.0,-37.0,-30.0
47125,-32.0,-37.0,-33.0
47127,-29.0,-31.0,-52.0
47129,-11.0,-30.0,-21.0
47131,-24.0,-23.0,-28.0
47133,-30.0,-28.0,-25.0
47135,-30.0,-36.0,-50.0
47139,-29.0,-23.0,-31.0
47141,-30.0,-36.0,-28.0
47143,-26.0,-29.0,-28.0
47145,-27.0,-34.0,-27.0
47147,-36.0,-37.0,-34.0
47149,-35.0,-42.0,-34.0
47151,-20.0,-26.0,-19.0
47153,-25.0,-27.0,-25.0
47155,-53.0,-57.0,-57.0
47157,-32.0,-35.0,-29.0
47159,-13.0,-32.0,-18.0
47161,-23.0,-32.0,-49.0
47163,-30.0,-35.0,-28.0
47165,-36.0,-40.0,-35.0
47167,-29.0,-31.0,-21.0
47169,-33.0,-39.0,-52.0
47171,-23.0,-37.0,-28.0
47173,-17.0,-30.0,-25.0
47175,-32.0,-50.0,-58.0
47177,-33.0,-35.0,-24.0
47179,-33.0,-36.0,-33.0
47181,-28.0,-32.0,-50.0
47183,-23.0,-26.0,-28.0
47185,-44.0,-32.0,-19.0
47187,-45.0,-49.0,-37.0
47189,-38.0,-40.0,-37.0
48001,-22.0,-26.0,-24.0
48003,-33.0,-31.0,-36.0
48005,-25.0,-27.0,-29.0
48007,-29.0,-34.0,-27.0
48009,-27.0,-38.0,-42.0
48013,-24.0,-27.0,-25.0
48015,-24.0,-27.0,-29.0
48017,-31.0,-35.0,-35.0
48019,-35.0,-40.0,-30.0
48021,-34.0,-39.0,-36.0
48025,-27.0,-29.0,-26.0
48027,-33.0,-36.0,-34.0
48029,-38.0,-40.0,-41.0
48031,-39.0,-35.0,-35.0
48035,-17.0,-36.0,-16.0
48037,-32.0,-30.0,-30.0
48039,-30.0,-33.0,-32.0
48041,-39.0,-42.0,-35.0
48043,-28.0,-39.0,-50.0
48047,-31.0,-33.0,-44.0
48049,-21.0,-28.0,-23.0
48051,-24.0,-22.0,-29.0
48053,-36.0,-37.0,-32.0
48055,-36.0,-37.0,-33.0
48057,-20.0,-21.0,-20.0
48059,-8.0,-20.0,-20.0
48061,-37.0,-43.0,-42.0
48063,-13.0,-22.0,-35.0
48065,-30.0,-36.0,-52.0
48067,-23.0,-36.0,-26.0
48069,-20.0,-22.0,-31.0
48071,-27.0,-27.0,-35.0
48073,-22.0,-27.0,-29.0
48075,-32.0,-27.0,-41.0
48077,-24.0,-33.0,-38.0
48081,,,
48083,-20.0,-35.0,-35.0
48085,-45.0,-47.0,-44.0
48089,-18.0,-24.0,-15.0
48091,-36.0,-41.0,-38.0
48093,-25.0,-22.0,-40.0
48097,-32.0,-35.0,-31.0
48099,-27.0,-32.0,-32.0
48103,-37.0,-37.0,-53.0
48105,,,
48107,-35.0,-41.0,-52.0
48109,,,
48111,-10.0,-16.0,-28.0
48113,-38.0,-42.0,-42.0
48115,-26.0,-21.0,-36.0
48117,-18.0,-20.0,-39.0
48119,-37.0,-32.0,-42.0
48121,-42.0,-45.0,-43.0
48123,-19.0,-25.0,-25.0
48127,-30.0,-38.0,-49.0
48129,,,
48131,-36.0,-36.0,-53.0
48133,-28.0,-25.0,-14.0
48135,-24.0,-30.0,-33.0
48139,-34.0,-38.0,-36.0
48141,-37.0,-39.0,-42.0
48143,-25.0,-29.0,-24.0
48145,-10.0,-27.0,-20.0
48147,-25.0,-29.0,-23.0
48149,-17.0,-28.0,-29.0
48153,-28.0,-35.0,-38.0
48157,-41.0,-41.0,-40.0
48159,-24.0,-35.0,-41.0
48161,-22.0,-24.0,-22.0
48163,-19.0,-17.0,-22.0
48165,-20.0,-31.0,-17.0
48167,-35.0,-39.0,-37.0
48169,,,
48171,-36.0,-45.0,-37.0
48175,-32.0,-34.0,-43.0
48177,-20.0,-20.0,-23.0
48179,-26.0,-35.0,-32.0
48181,-29.0,-29.0,-33.0
48183,-31.0,-34.0,-32.0
48185,-21.0,-29.0,-29.0
48187,-37.0,-37.0,-38.0
48189,-27.0,-32.0,-25.0
48191,,,
48193,-22.0,-28.0,-37.0
48197,,,
48199,-32.0,-36.0,-31.0
48201,-38.0,-40.0,-40.0
48203,-31.0,-36.0,-38.0
48205,,,
48207,,,
48209,-36.0,-39.0,-37.0
48213,-28.0,-35.0,-28.0
48215,-43.0,-44.0,-40.0
48217,-25.0,-30.0,-27.0
48219,-17.0,-27.0,-21.0
48221,-35.0,-33.0,-29.0
48223,-27.0,-31.0,-21.0
48225,-21.0,-27.0,-19.0
48227,-24.0,-27.0,-35.0
48231,-33.0,-32.0,-31.0
48233,-11.0,-31.0,-19.0
48237,-26.0,-36.0,-43.0
48239,-21.0,-33.0,-23.0
48241,-30.0,-27.0,-21.0
48245,-33.0,-35.0,-33.0
48247,,,
48249,-28.0,-30.0,-31.0
48251,-31.0,-36.0,-34.0
48253,-18.0,-27.0,-20.0
48255,-19.0,-21.0,-14.0
48257,-38.0,-39.0,-34.0
48259,-38.0,-41.0,-38.0
48265,-30.0,-31.0,-28.0
48267,,,
48273,-28.0,-26.0,-31.0
48277,-13.0,-17.0,-22.0
48279,-22.0,-24.0,-22.0
48281,-38.0,-38.0,-30.0
48283,,,
48285,-18.0,-20.0,-26.0
48287,-22.0,-34.0,-27.0
48289,-32.0,-46.0,-17.0
48291,-28.0,-28.0,-33.0
48293,-24.0,-31.0,-25.0
48297,-39.0,-39.0,-34.0
48299,-32.0,-34.0,-28.0
48301,,,
48303,-28.0,-33.0,-33.0
48305,-24.0,-33.0,-49.0
48307,-14.0,-24.0,-39.0
48309,-34.0,-36.0,-36.0
48311,,,
48313,-29.0,-35.0,-24.0
48315,-26.0,-25.0,-39.0
48317,-32.0,-30.0,-50.0
48321,-9.0,-13.0,-21.0
48323,-36.0,-41.0,-34.0
48325,-30.0,-33.0,-33.0
48329,-25.0,-28.0,-32.0
48331,-27.0,-35.0,-31.0
48335,-26.0,-28.0,-33.0
48337,-30.0,-35.0,-24.0
48339,-38.0,-39.0,-38.0
48341,-15.0,-18.0,12.0
48343,-30.0,-35.0,-20.0
48347,-24.0,-33.0,-30.0
48349,-32.0,-32.0,-34.0
48351,-35.0,-40.0,-53.0
48353,-18.0,-19.0,-20.0
48355,-34.0,-37.0,-36.0
48357,-26.0,-30.0,-33.0
48359,,,
48361,-32.0,-33.0,-30.0
48363,-29.0,-28.0,-29.0
48365,-28.0,-41.0,-29.0
48367,-35.0,-38.0,-34.0
48369,-23.0,-21.0,-21.0
48371,-20.0,-24.0,-31.0
48373,-36.0,-35.0,-29.0
48375,-26.0,-31.0,-27.0
48377,-35.0,-43.0,-60.0
48379,-20.0,-29.0,-22.0
48381,-30.0,-36.0,-30.0
48383,,,
48385,,,
48387,-23.0,-28.0,-37.0
48389,-12.0,-10.0,-17.0
48391,-31.0,-29.0,-44.0
48395,-16.0,-25.0,-10.0
48397,-40.0,-40.0,-38.0
48399,-22.0,-28.0,-37.0
48401,-26.0,-32.0,-20.0
48403,-34.0,-28.0,-40.0
48405,-34.0,-39.0,-48.0
48407,-29.0,-30.0,-27.0
48409,-24.0,-24.0,-27.0
48411,,,
48415,-18.0,-18.0,-26.0
48419,-27.0,-32.0,-21.0
48421,,,
48423,-34.0,-37.0,-31.0
48425,-34.0,-38.0,-48.0
48427,-29.0,-33.0,-26.0
48429,-19.0,-24.0,-39.0
48435,,,
48437,-29.0,-31.0,-38.0
48439,-36.0,-39.0,-39.0
48441,-25.0,-31.0,-31.0
48445,-14.0,-32.0,-14.0
48449,-21.0,-24.0,-21.0
48451,-26.0,-31.0,-33.0
48453,-44.0,-46.0,-44.0
48455,-26.0,-43.0,-30.0
48457,-32.0,-32.0,-21.0
48459,-31.0,-35.0,-32.0
48461,,,-49.0
48463,-28.0,-26.0,-25.0
48465,-32.0,-35.0,-27.0
48467,-25.0,-34.0,-28.0
48469,-27.0,-32.0,-33.0
48471,-27.0,-34.0,-32.0
48473,-33.0,-37.0,-32.0
48475,-15.0,-18.0,-24.0
48477,-27.0,-29.0,-28.0
48479,-35.0,-40.0,-37.0
48481,-20.0,-23.0,-25.0
48483,,,
48485,-32.0,-35.0,-34.0
48487,-9.0,-16.0,-16.0
48489,-34.0,-34.0,-26.0
48491,-43.0,-45.0,-42.0
48493,-32.0,-37.0,-32.0
48495,-14.0,-12.0,-20.0
48497,-31.0,-37.0,-26.0
48499,-28.0,-37.0,-28.0
48501,-30.0,-33.0,-51.0
48503,-28.0,-32.0,-34.0
48505,-44.0,-40.0,-49.0
48507,-31.0,-33.0,-47.0
49001,-23.0,-28.0,-32.0
49003,-36.0,-31.0,-22.0
49005,-39.0,-39.0,-30.0
49007,-30.0,-25.0,-24.0
49011,-41.0,-45.0,-33.0
49013,-11.0,-38.0,-22.0
49015,-16.0,-32.0,-45.0
49017,,,
49019,-22.0,-34.0,-29.0
49021,-38.0,-41.0,-32.0
49023,-23.0,-28.0,-28.0
49025,-33.0,-37.0,-39.0
49027,-14.0,-2.0,-2.0
49029,-42.0,-50.0,-52.0
49035,-38.0,-41.0,-35.0
49037,-33.0,-41.0,-50.0
49039,-36.0,-39.0,-16.0
49041,-25.0,-33.0,-14.0
49043,-76.0,-79.0,-70.0
49045,-30.0,-34.0,-32.0
49047,-37.0,-28.0,-35.0
49049,-50.0,-52.0,-37.0
49051,-60.0,-63.0,-54.0
49053,-39.0,-40.0,-31.0
49057,-31.0,-35.0,-27.0
50001,-35.0,-35.0,-32.0
50003,-40.0,-42.0,-46.0
50005,-30.0,-35.0,-32.0
50007,-46.0,-46.0,-48.0
50009,-37.0,-39.0,-42.0
50011,-28.0,-24.0,-36.0
50013,-49.0,-51.0,-57.0
50015,-58.0,-59.0,-63.0
50017,-31.0,-26.0,-28.0
50019,-32.0,-35.0,-37.0
50021,-47.0,-46.0,-47.0
50023,-41.0,-42.0,-43.0
50025,-47.0,-47.0,-50.0
50027,-49.0,-45.0,-43.0
51001,-26.0,-25.0,-19.0
51003,-47.0,-48.0,-39.0
51005,-23.0,-28.0,-25.0
51007,-35.0,-36.0,-43.0
51009,-23.0,-27.0,-23.0
51011,-30.0,-28.0,-20.0
51013,-50.0,-55.0,-51.0
51015,-22.0,-25.0,-27.0
51017,,,
51019,-34.0,-40.0,-26.0
51021,-32.0,-27.0,-49.0
51023,-44.0,-43.0,-34.0
51025,-11.0,-13.0,-20.0
51027,-29.0,-30.0,-43.0
51029,-22.0,-20.0,-42.0
51031,-33.0,-37.0,-32.0
51033,-26.0,-34.0,-23.0
51035,-19.0,-32.0,-23.0
51036,-34.0,-31.0,-41.0
51037,-28.0,-28.0,-38.0
51041,-39.0,-41.0,-33.0
51043,-36.0,-45.0,-48.0
51045,-24.0,-29.0,-43.0
51047,-28.0,-35.0,-28.0
51049,-28.0,-35.0,-38.0
51051,-29.0,-31.0,-46.0
51053,-24.0,-24.0,-17.0
51057,-28.0,-21.0,-16.0
51059,-46.0,-50.0,-47.0
51061,-32.0,-37.0,-25.0
51063,-29.0,-34.0,-47.0
51065,-34.0,-38.0,-29.0
51067,-28.0,-35.0,-29.0
51069,-29.0,-32.0,-29.0
51071,-16.0,-26.0,-15.0
51073,-26.0,-27.0,-22.0
51075,-38.0,-36.0,-23.0
51077,-18.0,-26.0,-39.0
51079,-33.0,-33.0,-29.0
51081,-18.0,-28.0,-37.0
51083,-28.0,-25.0,-24.0
51085,-38.0,-41.0,-31.0
51087,-36.0,-40.0,-38.0
51089,-28.0,-25.0,-26.0
51093,-33.0,-32.0,-24.0
51095,-47.0,-46.0,-43.0
51097,-29.0,-34.0,-37.0
51099,-31.0,-32.0,-30.0
51101,-20.0,-32.0,-22.0
51103,-25.0,-22.0,-29.0
51105,-13.0,-18.0,-16.0
51107,-44.0,-48.0,-44.0
51109,-32.0,-32.0,-25.0
51111,-29.0,-30.0,-36.0
51113,-36.0,-38.0,-44.0
51115,-33.0,-31.0,-38.0
51117,-16.0,-24.0,-20.0
51119,-31.0,-35.0,-36.0
51121,-35.0,-43.0,-40.0
51125,-38.0,-43.0,-35.0
51127,-41.0,-35.0,-31.0
51131,-14.0,-27.0,-14.0
51133,-24.0,-26.0,-29.0
51135,-11.0,-7.0,-16.0
51137,-23.0,-36.0,-25.0
51139,-33.0,-28.0,-33.0
51141,-17.0,-32.0,-26.0
51143,-31.0,-30.0,-21.0
51145,-37.0,-34.0,-34.0
51147,-32.0,-32.0,-31.0
51149,-28.0,-28.0,-23.0
51153,-40.0,-45.0,-39.0
51155,-31.0,-31.0,-32.0
51157,-28.0,-30.0,-37.0
51159,-19.0,-24.0,-33.0
51161,-40.0,-41.0,-35.0
51163,-27.0,-30.0,-28.0
51165,-27.0,-32.0,-31.0
51167,-15.0,-20.0,-19.0
51169,-26.0,-26.0,-26.0
51171,-32.0,-39.0,-37.0
51173,-14.0,-18.0,-15.0
51175,-29.0,-39.0,-15.0
51177,-40.0,-42.0,-33.0
51179,-40.0,-45.0,-35.0
51181,-36.0,-34.0,-46.0
51183,-17.0,-29.0,-32.0
51185,-30.0,-26.0,-18.0
51187,-32.0,-34.0,-30.0
51191,-24.0,-32.0,-24.0
51193,-31.0,-35.0,-26.0
51195,-20.0,-21.0,-27.0
51197,-26.0,-27.0,-23.0
51199,-43.0,-43.0,-42.0
53001,-27.0,-31.0,-31.0
53003,-31.0,-22.0,-29.0
53005,-39.0,-40.0,-36.0
53007,-43.0,-42.0,-45.0
53009,-35.0,-38.0,-34.0
53011,-41.0,-41.0,-38.0
53015,-35.0,-35.0,-32.0
53017,-40.0,-44.0,-39.0
53019,-40.0,-40.0,-38.0
53021,-33.0,-34.0,-34.0
53025,-29.0,-31.0,-28.0
53027,-37.0,-40.0,-39.0
53029,-42.0,-40.0,-40.0
53031,-40.0,-42.0,-38.0
53033,-47.0,-48.0,-48.0
53035,-43.0,-40.0,-39.0
53037,-45.0,-42.0,-47.0
53039,-36.0,-36.0,-34.0
53041,-34.0,-35.0,-30.0
53043,-37.0,-37.0,-45.0
53045,-38.0,-38.0,-33.0
53047,-37.0,-31.0,-36.0
53049,-41.0,-40.0,-33.0
53051,-41.0,-43.0,-38.0
53053,-39.0,-39.0,-39.0
53055,-45.0,-52.0,-39.0
53057,-42.0,-42.0,-41.0
53059,-40.0,-45.0,-45.0
53061,-45.0,-45.0,-44.0
53063,-38.0,-39.0,-36.0
53065,-33.0,-39.0,-28.0
53067,-38.0,-40.0,-39.0
53071,-40.0,-39.0,-39.0
53073,-44.0,-44.0,-43.0
53075,-47.0,-42.0,-35.0
53077,-33.0,-34.0,-30.0
54001,-16.0,-13.0,-20.0
54003,-32.0,-35.0,-32.0
54005,-20.0,-22.0,-28.0
54007,-38.0,-34.0,-47.0
54009,-24.0,-30.0,-32.0
54011,-34.0,-39.0,-37.0
54019,-26.0,-27.0,-30.0
54023,-25.0,-28.0,-43.0
54025,-41.0,-42.0,-40.0
54027,-20.0,-24.0,-28.0
54029,-32.0,-36.0,-40.0
54031,-23.0,-25.0,-38.0
54033,-31.0,-31.0,-30.0
54035,-33.0,-29.0,-21.0
54037,-43.0,-41.0,-42.0
54039,-33.0,-36.0,-33.0
54041,-40.0,-35.0,-36.0
54043,-39.0,-33.0,-44.0
54045,-24.0,-33.0,-27.0
54047,-18.0,-27.0,-33.0
54049,-34.0,-29.0,-27.0
54051,-27.0,-32.0,-30.0
54053,-28.0,-25.0,-24.0
54055,-35.0,-32.0,-26.0
54057,-24.0,-29.0,-19.0
54059,-37.0,-40.0,-49.0
54061,-44.0,-42.0,-39.0
54063,-32.0,-37.0,-47.0
54065,-34.0,-34.0,-33.0
54067,-30.0,-24.0,-32.0
54069,-38.0,-40.0,-37.0
54073,-40.0,-35.0,-57.0
54075,-55.0,-55.0,-61.0
54077,-25.0,-23.0,-25.0
54079,-41.0,-46.0,-35.0
54081,-37.0,-36.0,-28.0
54083,-17.0,-24.0,-16.0
54085,-45.0,-45.0,-52.0
54087,-42.0,-38.0,-44.0
54089,-39.0,-36.0,-46.0
54091,-41.0,-25.0,-19.0
54093,-37.0,-34.0,-37.0
54095,-29.0,-31.0,-40.0
54097,-25.0,-28.0,-23.0
54099,-28.0,-25.0,-30.0
54101,-38.0,-41.0,-49.0
54103,-31.0,-26.0,-22.0
54105,,,-53.0
54107,-31.0,-31.0,-26.0
54109,-32.0,-32.0,-42.0
55001,-36.0,-39.0,-37.0
55003,-37.0,-35.0,-24.0
55005,-31.0,-32.0,-29.0
55007,-37.0,-48.0,-48.0
55009,-31.0,-31.0,-36.0
55011,-26.0,-37.0,-33.0
55013,-34.0,-30.0,-37.0
55015,-33.0,-33.0,-36.0
55017,-28.0,-24.0,-26.0
55019,-25.0,-24.0,-18.0
55021,-31.0,-33.0,-31.0
55023,-19.0,-20.0,-21.0
55025,-43.0,-41.0,-39.0
55027,-21.0,-19.0,-28.0
55029,-33.0,-41.0,-29.0
55031,-33.0,-31.0,-32.0
55033,-32.0,-28.0,-22.0
55035,-32.0,-33.0,-29.0
55037,,,
55039,-31.0,-32.0,-27.0
55041,-40.0,-51.0,-49.0
55043,-27.0,-21.0,-25.0
55045,-31.0,-30.0,-28.0
55047,-25.0,-23.0,-22.0
55049,-35.0,-35.0,-31.0
55051,-42.0,-47.0,-42.0
55053,-38.0,-23.0,-29.0
55055,-30.0,-27.0,-29.0
55057,-32.0,-35.0,-30.0
55059,-34.0,-34.0,-32.0
55061,-23.0,-15.0,-29.0
55063,-35.0,-33.0,-36.0
55065,-22.0,-14.0,-25.0
55067,-24.0,-25.0,-26.0
55069,-32.0,-25.0,-28.0
55071,-21.0,-25.0,-28.0
55073,-32.0,-30.0,-32.0
55075,-25.0,-16.0,-27.0
55077,-27.0,-31.0,-25.0
55079,-38.0,-38.0,-36.0
55081,-26.0,-25.0,-29.0
55083,-25.0,-24.0,-20.0
55085,-32.0,-31.0,-27.0
55087,-33.0,-34.0,-35.0
55089,-37.0,-39.0,-37.0
55091,-29.0,-33.0,-33.0
55093,-35.0,-34.0,-33.0
55095,-33.0,-26.0,-32.0
55097,-38.0,-35.0,-38.0
55099,-33.0,-29.0,-41.0
55101,-32.0,-33.0,-33.0
55103,-25.0,-25.0,-23.0
55105,-34.0,-31.0,-33.0
55107,-25.0,-26.0,-42.0
55109,-34.0,-34.0,-32.0
55111,-48.0,-48.0,-45.0
55113,-43.0,-40.0,-47.0
55115,-33.0,-33.0,-33.0
55117,-26.0,-28.0,-31.0
55119,-2.0,-26.0,-16.0
55121,-26.0,-28.0,-24.0
55123,-35.0,-28.0,-19.0
55125,-51.0,-49.0,-39.0
55127,-39.0,-35.0,-34.0
55129,-39.0,-39.0,-28.0
55131,-36.0,-33.0,-32.0
55133,-40.0,-40.0,-35.0
55135,-24.0,-22.0,-24.0
55137,-35.0,-28.0,-25.0
55139,-32.0,-31.0,-30.0
55141,-31.0,-28.0,-25.0
56001,-29.0,-29.0,-32.0
56003,-29.0,-27.0,-34.0
56005,-22.0,-27.0,-28.0
56007,-35.0,-33.0,-27.0
56009,-22.0,-24.0,-27.0
56011,-38.0,-50.0,-29.0
56013,-27.0,-29.0,-31.0
56015,-26.0,-21.0,-24.0
56017,,,
56019,-30.0,-39.0,-37.0
56021,-28.0,-28.0,-31.0
56023,-35.0,-38.0,-27.0
56025,-29.0,-30.0,-33.0
56029,-31.0,-32.0,-25.0
56031,-31.0,-28.0,-31.0
56033,-26.0,-23.0,-34.0
56035,-36.0,-36.0,-40.0
56037,-22.0,-31.0,-27.0
56039,-70.0,-70.0,-66.0
56041,-18.0,-27.0,-22.0
56043,-32.0,-28.0,-40.0
56045,-34.0,-36.0,-43.0
