,fips,03/01/20_M_m50,03/02/20_M_m50,03/03/20_M_m50,03/04/20_M_m50,03/05/20_M_m50,03/06/20_M_m50,03/07/20_M_m50,03/08/20_M_m50,03/09/20_M_m50,03/10/20_M_m50,03/11/20_M_m50,03/12/20_M_m50,03/13/20_M_m50,03/14/20_M_m50,03/15/20_M_m50,03/16/20_M_m50,03/17/20_M_m50,03/18/20_M_m50,03/19/20_M_m50,03/20/20_M_m50,03/21/20_M_m50,03/22/20_M_m50,03/23/20_M_m50,03/24/20_M_m50,03/25/20_M_m50,03/26/20_M_m50,03/27/20_M_m50,03/28/20_M_m50,03/29/20_M_m50,03/30/20_M_m50,03/31/20_M_m50,04/01/20_M_m50,04/02/20_M_m50,04/03/20_M_m50,04/04/20_M_m50,04/05/20_M_m50,03/01/20_M_idx,03/02/20_M_idx,03/03/20_M_idx,03/04/20_M_idx,03/05/20_M_idx,03/06/20_M_idx,03/07/20_M_idx,03/08/20_M_idx,03/09/20_M_idx,03/10/20_M_idx,03/11/20_M_idx,03/12/20_M_idx,03/13/20_M_idx,03/14/20_M_idx,03/15/20_M_idx,03/16/20_M_idx,03/17/20_M_idx,03/18/20_M_idx,03/19/20_M_idx,03/20/20_M_idx,03/21/20_M_idx,03/22/20_M_idx,03/23/20_M_idx,03/24/20_M_idx,03/25/20_M_idx,03/26/20_M_idx,03/27/20_M_idx,03/28/20_M_idx,03/29/20_M_idx,03/30/20_M_idx,03/31/20_M_idx,04/01/20_M_idx,04/02/20_M_idx,04/03/20_M_idx,04/04/20_M_idx,04/05/20_M_idx,03/01/20_M_samples,03/02/20_M_samples,03/03/20_M_samples,03/04/20_M_samples,03/05/20_M_samples,03/06/20_M_samples,03/07/20_M_samples,03/08/20_M_samples,03/09/20_M_samples,03/10/20_M_samples,03/11/20_M_samples,03/12/20_M_samples,03/13/20_M_samples,03/14/20_M_samples,03/15/20_M_samples,03/16/20_M_samples,03/17/20_M_samples,03/18/20_M_samples,03/19/20_M_samples,03/20/20_M_samples,03/21/20_M_samples,03/22/20_M_samples,03/23/20_M_samples,03/24/20_M_samples,03/25/20_M_samples,03/26/20_M_samples,03/27/20_M_samples,03/28/20_M_samples,03/29/20_M_samples,03/30/20_M_samples,03/31/20_M_samples,04/01/20_M_samples,04/02/20_M_samples,04/03/20_M_samples,04/04/20_M_samples,04/05/20_M_samples
15,19.0,4.687,6.77,6.941,6.825,7.24,8.717,7.162000000000001,4.7330000000000005,6.292000000000001,6.906000000000001,7.106,7.356,8.556000000000001,4.849,3.133,5.572,4.855,3.572,3.395,4.102,1.5730000000000002,0.405,2.6919999999999997,2.674,2.77,2.742,2.963,0.914,0.332,2.616,2.7039999999999997,2.722,2.5989999999999998,2.373,1.453,0.8009999999999999,67.0,97.0,100.0,98.0,104.0,125.0,103.0,68.0,90.0,99.0,102.0,105.0,123.0,69.0,45.0,80.0,69.0,51.0,48.0,59.0,22.0,5.0,38.0,38.0,39.0,39.0,42.0,13.0,4.0,37.0,38.0,39.0,37.0,34.0,20.0,11.0,57303.0,60148.0,60897.0,63430.0,61026.0,59869.0,59594.0,59208.0,61552.0,61377.0,60996.0,60526.0,58070.0,54848.0,53338.0,53532.0,55436.0,54893.0,55293.0,52144.0,46587.0,51897.0,56562.0,59051.0,57287.0,58668.0,58528.0,58891.0,59908.0,60137.0,60471.0,60630.0,59888.0,58623.0,57637.0,58573.0
16,20.0,5.146,7.042999999999999,7.3260000000000005,7.352,7.832999999999999,9.267999999999999,7.837000000000001,5.207999999999999,6.736000000000001,7.428999999999999,7.834,7.888999999999999,7.996,4.6819999999999995,2.841,5.275,4.6339999999999995,4.121,3.949,4.444,2.123,0.785,3.178,2.21,2.63,2.39,2.6639999999999997,1.265,0.871,1.663,2.11,2.219,2.026,1.76,0.929,0.386,69.0,95.0,99.0,100.0,106.0,126.0,106.0,70.0,91.0,101.0,106.0,107.0,108.0,63.0,38.0,71.0,63.0,56.0,53.0,60.0,28.0,10.0,43.0,30.0,35.0,32.0,36.0,17.0,11.0,22.0,28.0,30.0,27.0,23.0,12.0,5.0,61191.0,63865.0,65017.0,67126.0,64685.0,63552.0,63423.0,62778.0,64578.0,64117.0,64239.0,63881.0,61652.0,59072.0,57544.0,58587.0,60405.0,59587.0,60077.0,55529.0,49147.0,54812.0,60144.0,62030.0,60080.0,61375.0,61165.0,60480.0,62678.0,62741.0,62730.0,62637.0,61911.0,60492.0,59499.0,60639.0
17,21.0,6.478,8.122,8.331,8.618,9.062999999999999,9.822000000000001,8.522,6.603,8.289,8.323,8.586,8.183,8.852,5.245,3.792,6.473,5.693,5.007,4.946000000000001,5.702999999999999,2.469,1.148,3.832,2.822,3.698,3.79,3.888,2.314,1.218,2.819,2.2880000000000003,2.5789999999999997,3.1239999999999997,3.8930000000000002,2.34,1.067,75.0,94.0,96.0,100.0,105.0,113.0,98.0,76.0,96.0,96.0,99.0,94.0,102.0,60.0,44.0,75.0,66.0,58.0,57.0,66.0,28.0,13.0,44.0,32.0,42.0,43.0,45.0,26.0,14.0,32.0,26.0,29.0,36.0,45.0,27.0,12.0,87346.0,92083.0,94175.0,96433.0,92663.0,91250.0,91836.0,90799.0,93797.0,93129.0,92360.0,91789.0,89053.0,86017.0,83426.0,84782.0,88097.0,85812.0,84895.0,79793.0,66931.0,77541.0,83944.0,86535.0,83922.0,85831.0,85805.0,85498.0,87836.0,87219.0,86591.0,86649.0,85767.0,85028.0,82967.0,84571.0
18,22.0,6.9110000000000005,9.369,9.417,8.735,9.896,11.032,9.552999999999999,7.3420000000000005,9.045,9.374,9.504,9.772,10.027999999999999,7.58,5.611000000000001,7.885,6.648,6.03,6.086,6.4479999999999995,3.5469999999999997,2.008,4.205,2.8989999999999996,3.571,3.61,4.15,2.267,1.3359999999999999,2.855,3.074,3.449,3.435,4.111000000000001,1.982,1.2690000000000001,73.0,99.0,100.0,92.0,105.0,117.0,101.0,77.0,96.0,99.0,100.0,103.0,106.0,80.0,59.0,83.0,70.0,64.0,64.0,68.0,37.0,21.0,44.0,30.0,37.0,38.0,44.0,24.0,14.0,30.0,32.0,36.0,36.0,43.0,21.0,13.0,104796.0,111587.0,113407.0,116937.0,112128.0,109152.0,110174.0,109003.0,114185.0,113088.0,112998.0,110914.0,109246.0,106651.0,103884.0,103950.0,107165.0,103473.0,101724.0,94273.0,80021.0,91993.0,100157.0,101768.0,99177.0,100506.0,100424.0,98766.0,101486.0,102576.0,102281.0,101377.0,101754.0,101104.0,97435.0,99483.0
19,23.0,4.046,6.941,7.122000000000001,6.599,7.4670000000000005,8.242,5.772,4.165,6.62,6.72,7.2170000000000005,7.457999999999999,6.61,4.51,2.51,4.86,3.425,3.05,2.423,3.031,0.644,0.134,1.415,0.5539999999999999,1.508,1.544,1.7890000000000001,0.456,0.042,0.08900000000000001,1.01,1.2329999999999999,0.055999999999999994,0.124,0.094,0.047,56.0,97.0,99.0,92.0,104.0,115.0,81.0,58.0,92.0,94.0,101.0,104.0,92.0,63.0,35.0,68.0,48.0,42.0,34.0,42.0,9.0,1.0,19.0,7.0,21.0,21.0,25.0,6.0,0.0,1.0,14.0,17.0,0.0,1.0,1.0,0.0,16968.0,17581.0,18088.0,18915.0,17801.0,17476.0,17373.0,17301.0,18064.0,17931.0,17698.0,17635.0,17190.0,16688.0,16491.0,16530.0,17020.0,16756.0,16544.0,15527.0,14011.0,15471.0,16588.0,17142.0,16377.0,16688.0,17008.0,16695.0,17484.0,17415.0,17411.0,17366.0,16879.0,16842.0,16674.0,16960.0
20,24.0,4.548,7.757999999999999,7.724,7.912000000000001,8.306000000000001,8.344,6.327999999999999,4.552,7.555,7.66,7.901,7.763,7.381,4.2139999999999995,1.764,4.56,3.02,2.31,2.394,3.094,0.314,0.06,0.322,0.301,0.06,0.505,0.89,0.04,0.038,0.639,0.038,0.046,0.063,0.215,0.044000000000000004,0.036000000000000004,57.0,98.0,97.0,100.0,104.0,105.0,79.0,57.0,95.0,96.0,99.0,98.0,93.0,53.0,22.0,57.0,38.0,29.0,30.0,39.0,3.0,0.0,4.0,3.0,0.0,6.0,11.0,0.0,0.0,8.0,0.0,0.0,0.0,2.0,0.0,0.0,102932.0,109206.0,112564.0,116727.0,110796.0,109718.0,109398.0,109046.0,113996.0,112853.0,112177.0,110780.0,107832.0,102869.0,101704.0,103004.0,107588.0,104806.0,104573.0,97343.0,86562.0,94574.0,102415.0,105001.0,100820.0,104168.0,104442.0,101649.0,105189.0,106515.0,105085.0,104993.0,103749.0,102288.0,99116.0,103080.0
21,25.0,3.826,6.0329999999999995,6.059,5.959,6.465,6.834,5.291,3.8930000000000002,5.818,5.9479999999999995,5.938,5.792000000000001,5.237,3.412,1.761,3.155,1.595,1.716,0.991,2.27,0.376,0.068,0.225,0.08,0.055999999999999994,0.22399999999999998,0.527,0.067,0.028999999999999998,0.044000000000000004,0.076,0.063,0.054000000000000006,0.044000000000000004,0.064,0.039,63.0,99.0,100.0,98.0,106.0,112.0,87.0,64.0,96.0,98.0,98.0,95.0,86.0,56.0,29.0,52.0,26.0,28.0,16.0,37.0,6.0,1.0,3.0,1.0,0.0,3.0,8.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,85027.0,88486.0,91886.0,96543.0,91495.0,91024.0,89473.0,89106.0,92720.0,92000.0,90492.0,91049.0,86076.0,82437.0,80705.0,81633.0,85707.0,82971.0,82662.0,75686.0,66498.0,73503.0,80976.0,83328.0,79307.0,82647.0,82878.0,80422.0,82766.0,83792.0,84105.0,84826.0,81832.0,80929.0,79463.0,83528.0
22,26.0,4.5760000000000005,7.85,7.8660000000000005,7.987,8.31,8.943999999999999,7.024,4.822,7.54,7.6770000000000005,7.891,7.669,7.327999999999999,4.007,2.274,5.058,3.898,3.0460000000000003,3.04,3.342,0.474,0.071,1.771,0.049,0.16699999999999998,0.057,0.151,0.035,0.036000000000000004,0.045,0.05,0.057,0.268,0.449,0.043,0.043,57.0,98.0,98.0,100.0,104.0,111.0,87.0,60.0,94.0,96.0,98.0,96.0,91.0,50.0,28.0,63.0,48.0,38.0,38.0,41.0,5.0,0.0,22.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,0.0,0.0,164987.0,172823.0,176327.0,181793.0,175337.0,171642.0,171354.0,171506.0,179717.0,177187.0,176348.0,175604.0,169395.0,164082.0,162234.0,163757.0,170310.0,165937.0,165007.0,153309.0,135075.0,152198.0,162636.0,166408.0,161866.0,164988.0,165054.0,164153.0,172503.0,169039.0,168803.0,168777.0,167070.0,164212.0,161382.0,165831.0
23,27.0,4.356,7.206,7.267,7.388999999999999,7.813,8.732000000000001,6.44,4.2780000000000005,6.984,7.2170000000000005,7.476,7.265,7.396,4.088,2.2640000000000002,4.811,3.813,2.452,1.982,2.7960000000000003,0.135,0.05,1.4140000000000001,1.069,1.197,1.5659999999999998,1.819,0.034,0.032,0.344,0.524,0.469,0.46299999999999997,0.2,0.077,0.051,58.0,97.0,98.0,100.0,105.0,118.0,87.0,57.0,94.0,97.0,101.0,98.0,100.0,55.0,30.0,65.0,51.0,33.0,26.0,37.0,1.0,0.0,19.0,14.0,16.0,21.0,24.0,0.0,0.0,4.0,7.0,6.0,6.0,2.0,1.0,0.0,83845.0,86332.0,88305.0,91357.0,88021.0,85410.0,85842.0,86005.0,87851.0,86712.0,85826.0,86496.0,82796.0,80590.0,80576.0,81668.0,84686.0,82845.0,82150.0,77500.0,68931.0,76656.0,82638.0,85714.0,83064.0,85056.0,84301.0,84265.0,87690.0,87345.0,87618.0,88171.0,86719.0,83666.0,81927.0,84273.0
24,28.0,8.814,11.147,11.205,10.345999999999998,11.958,14.276,12.394,9.186,11.485,11.489,11.720999999999998,12.319,12.508,9.604,6.813,9.889,9.033,8.42,8.436,8.704,5.574,2.673,6.289,5.776,6.455,6.772,7.4879999999999995,4.751,3.258,5.547999999999999,5.537999999999999,6.361000000000001,6.5489999999999995,6.58,2.61,1.778,78.0,99.0,100.0,92.0,106.0,127.0,110.0,81.0,102.0,102.0,104.0,109.0,111.0,85.0,60.0,88.0,80.0,75.0,75.0,77.0,49.0,23.0,56.0,51.0,57.0,60.0,66.0,42.0,29.0,49.0,49.0,56.0,58.0,58.0,23.0,15.0,71930.0,76373.0,77765.0,80283.0,77008.0,74195.0,74394.0,70734.0,72439.0,71925.0,71545.0,70351.0,69696.0,69353.0,68394.0,69563.0,72348.0,70256.0,68962.0,65298.0,56599.0,63110.0,68547.0,70270.0,68522.0,69706.0,69807.0,68992.0,70696.0,70653.0,70667.0,70363.0,70996.0,69999.0,66410.0,68342.0
25,29.0,6.6339999999999995,8.978,9.374,9.255,9.761000000000001,11.002,9.226,6.6579999999999995,8.398,9.149,9.435,9.341000000000001,10.136000000000001,6.172999999999999,4.275,7.276,6.636,5.265,4.743,5.675,2.74,0.63,3.372,1.965,3.055,2.92,2.998,1.3459999999999999,1.0,2.3569999999999998,2.6180000000000003,2.847,2.8,2.8,0.987,0.42,70.0,95.0,100.0,98.0,104.0,117.0,98.0,71.0,89.0,97.0,100.0,99.0,108.0,65.0,45.0,77.0,70.0,56.0,50.0,60.0,29.0,6.0,35.0,20.0,32.0,31.0,31.0,14.0,10.0,25.0,27.0,30.0,29.0,29.0,10.0,4.0,130861.0,136519.0,138188.0,141826.0,137071.0,134666.0,135115.0,134940.0,139564.0,138238.0,137840.0,136979.0,132673.0,128876.0,126224.0,126907.0,130647.0,128068.0,127321.0,119059.0,105786.0,118270.0,127048.0,130259.0,127112.0,130270.0,131020.0,130075.0,133970.0,132470.0,132486.0,132071.0,130706.0,129058.0,125984.0,128835.0
26,30.0,2.616,4.1339999999999995,4.1160000000000005,4.16,4.524,5.021,3.859,2.431,3.9730000000000003,4.272,4.37,4.544,4.566,2.15,1.147,3.2680000000000002,2.9530000000000003,2.6860000000000004,2.544,2.935,1.053,0.488,2.092,1.587,1.8219999999999998,1.9369999999999998,2.227,0.07200000000000001,0.062,0.861,0.738,0.53,0.86,1.023,0.364,0.064,62.0,99.0,98.0,100.0,108.0,120.0,92.0,58.0,95.0,102.0,105.0,109.0,109.0,51.0,27.0,78.0,70.0,64.0,61.0,70.0,25.0,11.0,50.0,38.0,43.0,46.0,53.0,1.0,1.0,20.0,17.0,12.0,20.0,24.0,8.0,1.0,13289.0,13881.0,14045.0,14581.0,13841.0,13423.0,13731.0,13725.0,14263.0,14212.0,14360.0,13977.0,13745.0,13072.0,12834.0,13076.0,13424.0,13188.0,12865.0,12383.0,11265.0,12306.0,13123.0,13893.0,13399.0,13861.0,13639.0,13553.0,14193.0,14033.0,14314.0,14255.0,13814.0,13728.0,13496.0,13851.0
27,31.0,4.735,6.313,6.528,6.6770000000000005,7.037999999999999,8.113999999999999,6.87,4.696000000000001,5.904,6.367999999999999,6.707999999999999,6.653,6.6129999999999995,3.373,2.551,4.9510000000000005,4.442,3.843,3.366,3.825,2.056,0.93,3.0610000000000004,3.1180000000000003,3.378,3.068,3.3169999999999997,1.266,1.3519999999999999,2.674,2.9789999999999996,3.194,2.367,2.4219999999999997,1.661,0.93,70.0,94.0,97.0,100.0,105.0,121.0,102.0,70.0,88.0,95.0,100.0,99.0,99.0,50.0,38.0,74.0,66.0,57.0,50.0,57.0,30.0,13.0,45.0,46.0,50.0,45.0,49.0,18.0,20.0,40.0,44.0,47.0,35.0,36.0,24.0,13.0,38041.0,39679.0,40377.0,41659.0,40214.0,39227.0,39228.0,39245.0,40234.0,39866.0,39700.0,39709.0,38717.0,37292.0,36903.0,37549.0,38665.0,38309.0,38323.0,35264.0,31077.0,34876.0,37759.0,39067.0,38120.0,39049.0,38567.0,38510.0,40182.0,40097.0,39995.0,40307.0,39363.0,38457.0,37820.0,38594.0
28,32.0,4.3839999999999995,7.002999999999999,7.0489999999999995,7.03,7.374,7.582000000000001,5.9879999999999995,4.953,6.747000000000001,6.876,6.827000000000001,6.972,7.06,4.763999999999999,3.435,5.683,4.353,3.096,1.829,2.752,0.363,0.163,0.8759999999999999,0.85,0.843,0.742,1.389,0.257,0.040999999999999995,0.529,0.687,0.79,0.6859999999999999,1.138,0.165,0.035,62.0,99.0,100.0,99.0,104.0,107.0,84.0,70.0,95.0,97.0,96.0,98.0,100.0,67.0,48.0,80.0,61.0,43.0,25.0,39.0,5.0,2.0,12.0,12.0,11.0,10.0,19.0,3.0,0.0,7.0,9.0,11.0,9.0,16.0,2.0,0.0,57432.0,56257.0,57046.0,57830.0,56371.0,56455.0,58620.0,58905.0,57423.0,54894.0,57251.0,55979.0,55530.0,54679.0,53357.0,49248.0,52457.0,51009.0,47984.0,45056.0,40964.0,46331.0,49152.0,50915.0,49322.0,50472.0,47423.0,49569.0,51010.0,51546.0,51742.0,51047.0,50958.0,50385.0,49639.0,51328.0
29,33.0,5.19,8.597999999999999,8.833,8.472000000000001,9.258,10.011000000000001,7.249,5.609,8.583,8.554,8.837,8.753,8.31,5.559,3.51,5.736000000000001,4.1930000000000005,3.597,2.847,4.0,1.454,0.409,1.232,0.748,1.5519999999999998,1.99,2.822,0.317,0.034,0.215,0.965,0.855,0.44,0.684,0.588,0.06,58.0,97.0,100.0,95.0,104.0,113.0,82.0,63.0,97.0,96.0,100.0,99.0,94.0,62.0,39.0,64.0,47.0,40.0,32.0,45.0,16.0,4.0,13.0,8.0,17.0,22.0,31.0,3.0,0.0,2.0,10.0,9.0,4.0,7.0,6.0,0.0,18708.0,19446.0,19830.0,20787.0,19789.0,19408.0,19710.0,19802.0,19992.0,19784.0,19518.0,19755.0,19189.0,18571.0,18467.0,18636.0,19085.0,18624.0,18370.0,17175.0,15212.0,17075.0,18484.0,18934.0,18353.0,18888.0,18893.0,18607.0,19475.0,19370.0,19477.0,19544.0,18865.0,18754.0,18749.0,19215.0
30,34.0,4.296,7.153,7.0120000000000005,7.152,7.442,7.364,5.912000000000001,4.242,6.718,6.659,6.787999999999999,6.471,5.892,3.775,1.962,3.576,2.004,1.6159999999999999,1.349,2.26,0.36,0.037000000000000005,0.037000000000000005,0.146,0.045,0.237,0.396,0.032,0.03,0.045,0.045,0.06,0.063,0.055999999999999994,0.052000000000000005,0.038,60.0,100.0,98.0,99.0,104.0,102.0,82.0,59.0,93.0,93.0,94.0,90.0,82.0,52.0,27.0,49.0,28.0,22.0,18.0,31.0,5.0,0.0,0.0,2.0,0.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,159560.0,166620.0,171741.0,177096.0,168758.0,167506.0,166681.0,167686.0,174319.0,171694.0,170846.0,170244.0,164460.0,158331.0,156098.0,156717.0,163082.0,158089.0,156535.0,140760.0,121298.0,135765.0,151400.0,157226.0,150862.0,156088.0,157102.0,151488.0,155453.0,159379.0,157920.0,158690.0,155046.0,152505.0,148973.0,155826.0
31,35.0,3.668,5.899,5.899,5.943,6.51,6.96,5.577999999999999,3.5180000000000002,5.98,6.202999999999999,6.352,6.3839999999999995,6.162000000000001,4.263,2.728,4.579,3.799,3.5180000000000002,3.068,3.594,1.273,0.774,2.404,1.334,1.284,1.0490000000000002,1.25,0.332,0.10099999999999999,0.836,1.2329999999999999,1.19,1.2930000000000001,1.7069999999999999,0.55,0.099,61.0,99.0,99.0,100.0,109.0,117.0,93.0,59.0,100.0,104.0,106.0,107.0,103.0,71.0,45.0,77.0,63.0,59.0,51.0,60.0,21.0,13.0,40.0,22.0,21.0,17.0,21.0,5.0,1.0,14.0,20.0,20.0,21.0,28.0,9.0,1.0,29042.0,30229.0,30858.0,31679.0,30174.0,29559.0,30090.0,30869.0,31849.0,31683.0,32454.0,31408.0,31017.0,29639.0,29513.0,29553.0,30439.0,29959.0,28996.0,27670.0,25164.0,27499.0,28706.0,29570.0,28640.0,29452.0,29186.0,28911.0,30427.0,29699.0,29775.0,29874.0,29300.0,28952.0,28213.0,29045.0
32,36.0,2.673,5.176,5.085,5.144,5.479,5.52,3.988,2.541,4.905,4.849,4.918,4.751,4.475,2.4730000000000003,1.1159999999999999,2.633,1.482,1.225,0.835,1.159,0.055999999999999994,0.035,0.031,0.045,0.039,0.049,0.059000000000000004,0.027999999999999997,0.025,0.033,0.035,0.039,0.039,0.035,0.036000000000000004,0.028999999999999998,51.0,100.0,98.0,99.0,105.0,106.0,77.0,49.0,94.0,93.0,95.0,91.0,86.0,47.0,21.0,50.0,28.0,23.0,16.0,22.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,261993.0,274423.0,283364.0,294023.0,277703.0,276221.0,274997.0,279308.0,288253.0,283574.0,281885.0,280496.0,270613.0,257039.0,254719.0,256554.0,269178.0,260575.0,259091.0,235704.0,209402.0,229538.0,248617.0,256436.0,246499.0,256513.0,258631.0,248072.0,256900.0,261067.0,258983.0,259262.0,253867.0,246673.0,240592.0,255897.0
